@relation landmine12

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
1.3137632e+00,1.1711168e+01,6.8466827e+00,9.0093355e+00,8.1655493e+00,3.4626026e+00,1.2682809e+01,1.4436322e+01,1.5090025e+01,no
5.2365087e-01,5.2801285e+00,6.6513856e+00,8.7241955e+00,6.8788956e+00,-5.4451764e-01,9.3341718e+00,1.0135924e+01,9.9746926e+00,no
3.1801939e+00,1.0092123e+01,3.4439899e+00,3.1692822e+00,3.1054078e+00,-5.1117010e-01,3.8627063e+00,4.4647611e+00,4.5191572e+00,no
2.5734526e+00,6.0761194e+00,2.3949279e+00,1.7780921e+00,4.3265041e+00,3.2222288e-01,3.8707239e+00,3.2651347e+00,2.7102396e+00,no
9.3171302e-01,1.4796737e+00,2.4130458e+00,2.1536881e+00,3.1999121e+00,-2.8468412e-02,2.5069317e+00,2.2539940e+00,1.8891519e+00,no
-2.8885551e-01,5.7327304e-01,3.1718471e+00,3.1215971e+00,3.3748249e+00,-6.7585126e-01,3.0326185e+00,2.8481183e+00,2.5280607e+00,no
1.3099555e+00,2.9784030e+00,2.8907129e+00,2.5471396e+00,5.2721611e+00,8.2757848e-01,4.1846296e+00,3.3859460e+00,2.6771307e+00,no
2.6890111e-01,1.1283436e+00,2.0687327e+00,1.4446322e+00,3.4591661e+00,-6.9367001e-01,2.5477767e+00,2.1421033e+00,1.7450827e+00,no
8.0119693e-01,2.6180075e+00,2.9028853e+00,2.2902458e+00,2.9401127e+00,-4.3584534e-01,3.8502187e+00,3.4496846e+00,2.9807874e+00,no
1.2604911e+00,1.5571919e+00,2.2837262e+00,1.8535849e+00,9.9205127e-01,-6.8314276e-01,1.0680946e+00,1.2059476e+00,1.0894152e+00,no
8.8888774e-01,1.2186098e+00,2.7326428e+00,2.6251918e+00,1.6630540e+00,3.1615151e+00,1.5270723e+00,1.4737435e+00,1.4609640e+00,no
3.3696784e+00,3.2555846e+00,2.4717423e+00,2.6855610e+00,1.9064655e+00,1.1081349e+00,1.6175090e+00,1.4616882e+00,1.4413244e+00,no
2.3973366e-01,7.1970074e-01,2.5582019e+00,2.2060668e+00,2.8564998e+00,-5.5141871e-01,2.3730440e+00,1.9365101e+00,1.5770163e+00,no
-6.3770099e-01,3.2093900e-02,2.8486642e+00,3.0705629e+00,1.4928512e+00,-6.8166543e-01,1.3312137e+00,1.4280928e+00,1.4152180e+00,no
2.1103295e-02,4.6418958e-01,2.4139798e+00,2.1754544e+00,2.4907862e+00,-6.9393564e-01,1.8700353e+00,1.6759375e+00,1.3877484e+00,no
-1.5759388e+00,-4.8777272e-01,3.1656170e+00,3.8309234e+00,6.0762358e-01,-6.8635060e-01,5.0316086e-01,7.2760842e-01,8.0603795e-01,yes
-3.4141178e-01,5.2236218e-02,2.0538555e+00,1.7350153e+00,1.1045010e+00,-5.4200083e-01,7.8844752e-01,7.7660281e-01,7.5436273e-01,no
2.5420241e+00,5.0587438e+00,2.1219521e+00,1.3031982e+00,2.3519910e+00,-6.0654586e-01,2.4952443e+00,1.9551859e+00,1.5800049e+00,no
-5.2419748e-01,7.3127160e-02,1.7584649e+00,1.2217454e+00,3.2634755e+00,-3.5296607e-01,2.2869564e+00,1.5805696e+00,9.7593079e-01,no
-9.5185823e-02,5.7568788e-01,2.5787918e+00,2.0344897e+00,1.4239583e+00,-6.9278490e-01,1.7389291e+00,1.5441650e+00,1.4701456e+00,no
-1.6679658e+00,-5.3396419e-01,2.8665049e+00,3.5551180e+00,1.0931290e+00,-6.9297203e-01,5.9579292e-01,6.4626479e-01,6.7163728e-01,yes
6.9875802e-01,1.1257149e+00,2.1592897e+00,1.7536824e+00,1.6498719e+00,1.4914878e-01,1.5562512e+00,1.1454758e+00,7.5173443e-01,no
1.2801242e+00,1.5667641e+00,2.0191301e+00,1.5251456e+00,1.6155597e+00,-4.4681734e-01,9.0031985e-01,8.5686146e-01,9.3690372e-01,no
-1.4889027e+00,-3.8637456e-01,2.7582403e+00,2.4347545e+00,1.1643445e+00,-3.7208006e-01,7.3346429e-01,8.3024933e-01,7.7482103e-01,yes
-1.6449139e+00,-5.3443223e-01,2.4502017e+00,2.8075507e+00,5.8217444e-01,-1.5491482e-01,4.6601170e-01,5.8901145e-01,6.6765853e-01,yes
-2.0847134e-01,-6.1110761e-02,1.6063548e+00,1.3603268e+00,1.6565375e+00,-5.6368110e-02,1.0388727e+00,9.5533968e-01,7.1007991e-01,no
