@relation landmine23

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
5.6985011e+00,2.2019751e+01,5.8184944e+00,6.3787324e+00,6.8438179e+00,2.0366716e+00,1.1869243e+01,1.1957469e+01,1.1368785e+01,no
2.7158020e-01,1.7339615e-01,1.0305882e+00,5.6768253e-01,3.6447554e+00,-5.5316820e-01,2.1263574e+00,1.0057816e+00,4.8685718e-01,no
3.1050597e-01,4.2611194e-01,4.6289556e+00,4.9257402e+00,2.2894701e+00,1.9128067e-01,2.9904998e+00,3.0090616e+00,2.9963391e+00,yes
6.8669628e-01,2.3692741e-01,4.7149198e-02,-2.3579612e-01,2.9171985e+00,-2.5414083e-01,1.5910967e+00,7.4911394e-01,1.9458506e-01,no
1.2707447e-02,-5.4322458e-02,-4.6456832e-01,-5.1426546e-01,2.7003834e+00,1.3913531e-01,9.4624316e-01,7.7696582e-02,-1.9189324e-01,no
-2.5602869e-01,-3.5594994e-02,1.1926971e+00,7.1197049e-01,2.1020700e+00,-5.1556007e-01,1.6652093e+00,1.1646878e+00,8.2837378e-01,no
-1.7728589e-01,-5.9369219e-02,1.9689482e+00,1.8369350e+00,1.7974703e+00,-5.5384679e-01,1.1921245e+00,8.5020632e-01,6.3437215e-01,no
2.3060990e+00,9.7251876e-01,1.6724027e+00,1.2684905e+00,1.8770608e+00,2.1738525e+00,1.3856773e+00,1.0681983e+00,6.8494899e-01,yes
-2.8129083e-02,1.8604824e-02,3.2851427e-02,-3.4235035e-01,2.6375121e+00,-4.7182886e-01,1.3524518e+00,3.6497044e-01,-2.1318518e-02,no
-5.1724696e-01,-1.1272311e-01,3.2110570e+00,3.5683372e+00,1.8766099e+00,-2.4838628e-02,1.6438719e+00,1.4666321e+00,1.3904776e+00,no
9.1839216e-01,2.1520444e-01,3.8560288e-01,3.2609375e-01,1.9901578e+00,-4.5529721e-01,1.0344169e+00,4.4176410e-01,2.8640564e-01,no
2.6454560e+00,9.8862772e-01,-2.2640001e-01,-2.6630981e-01,2.2579965e+00,-1.4339048e-01,9.4939714e-01,4.4265450e-01,1.2444666e-01,no
5.9850244e-01,2.5097270e-01,1.9785940e+00,1.8148441e+00,1.7116385e+00,2.1420607e-01,1.7602579e+00,1.0425791e+00,9.0692566e-01,no
4.4830988e-01,1.1076967e-01,2.8918973e-01,-1.4197386e-02,2.6937646e+00,-5.2308421e-01,8.9588937e-01,4.4378546e-01,2.4961980e-01,no
-7.0087891e-01,-2.0637146e-01,2.4376841e-01,-7.2624835e-02,1.8963778e+00,3.1668545e-02,7.9211779e-01,2.4646644e-01,-9.5910070e-02,no
-4.4223354e-01,-1.5217885e-01,4.1320719e-01,1.4343145e-01,-3.4250982e-01,-1.8017524e-01,5.9436864e-01,3.9577898e-01,2.1905619e-01,no
-5.3809269e-03,-2.6040777e-02,6.0310841e-01,3.4101063e-01,1.7342452e+00,-3.0725356e-01,6.0483281e-01,2.4594039e-01,1.0741834e-01,no
-1.0191243e+00,-2.5134997e-01,1.3641160e+00,1.1653500e+00,-1.6112216e+00,-4.8044702e-01,3.2848311e-01,1.9925449e-01,7.7547504e-02,no
2.1712992e+00,7.0966143e-01,1.9005226e-01,1.7716083e-02,7.7832990e-01,2.9037339e-01,7.9421337e-01,3.8116521e-01,7.8211054e-02,no
-6.4715839e-01,-1.7055634e-01,1.4002577e+00,1.1910975e+00,1.6924022e+00,-5.2885381e-01,9.9247894e-01,6.9986708e-01,5.2463956e-01,no
1.0716379e+00,2.3263342e-01,-1.6818554e-01,-2.6672827e-01,1.8666828e+00,-2.8081070e-01,6.5094632e-01,2.8434899e-01,9.1990698e-02,no
1.8455835e-01,-3.8498328e-02,3.3739579e-01,1.6224204e-01,1.1942423e+00,-5.5385904e-01,3.5051818e-01,2.0607270e-01,1.1606980e-01,no
4.1446996e-02,-3.2114066e-02,4.0917517e-01,2.3578460e-01,1.4680010e+00,-3.3014246e-01,5.9004548e-01,3.2726151e-01,1.3405626e-01,no
1.9731604e+00,2.2790764e-01,-9.7222532e-01,-6.2408218e-01,-1.9985249e+00,-2.2357604e-01,-1.2983548e-01,-3.1971299e-01,-3.7148563e-01,no
1.9246359e-01,7.4240810e-02,1.3002579e+00,9.5113411e-01,1.4878602e+00,-5.2524824e-01,1.0435604e+00,8.8993077e-01,7.8697572e-01,no
-1.0915553e+00,-2.7009694e-01,6.4213106e-01,8.8211312e-01,-1.6462469e+00,-1.4525049e-01,-1.0694200e-01,4.1089453e-03,6.7561948e-02,no
3.9284771e-02,-5.7401733e-02,1.3569277e-01,-1.5198341e-01,1.7369001e+00,-5.2680882e-01,2.4007677e-01,-5.3167506e-02,-1.4298546e-01,no
-2.2896039e-01,-9.6570147e-02,7.2142684e-01,4.0065769e-01,9.3033296e-01,-4.4409965e-01,3.6575945e-01,3.3656971e-01,2.5885178e-01,no
2.7031969e+00,6.0657055e-01,-4.7481139e-01,-4.4842270e-01,1.5871917e+00,1.3871571e+00,5.0730235e-01,5.3344732e-02,-1.6370744e-01,no
-6.2353787e-01,-1.3427414e-01,1.9116343e+00,1.4106192e+00,5.3721858e-01,3.7700922e-01,6.7483196e-01,7.4529123e-01,7.2289034e-01,no
1.1528529e+00,4.3064077e-01,-1.7830847e-01,-3.7541369e-01,1.4955404e+00,-4.9569592e-01,6.4398336e-01,1.8807952e-01,-8.5369913e-03,no
4.5668333e+00,1.6830798e+00,-4.5513950e-02,-1.0640822e-01,1.2235195e+00,-5.4816527e-01,4.3266175e-01,1.8974284e-01,6.0063365e-02,no
-4.2445980e-01,-1.1518731e-01,5.7288175e-01,1.0951372e-01,3.6233523e-01,-3.9292487e-01,1.9730323e-01,2.4415188e-01,1.3339994e-01,yes
-1.8883855e-01,-4.7502562e-02,1.6088812e+00,1.3010847e+00,1.5013801e-01,-5.0780357e-01,7.7629761e-01,6.9994846e-01,6.3152154e-01,no
-6.6852186e-01,-2.0390815e-01,-2.9827758e-02,-2.1679013e-01,9.0613373e-01,-4.7071426e-01,4.0692073e-01,1.3290462e-01,-2.8280626e-02,no
-8.7921592e-01,-2.4172955e-01,-2.9228161e-01,-2.8137075e-01,1.0720065e+00,-2.4159933e-01,2.1534636e-01,5.4391164e-02,-7.9821757e-02,no
1.3851939e+00,3.0788454e-01,-3.8434577e-01,-4.0661832e-01,1.6672624e+00,-1.9540052e-01,6.9836123e-01,1.6452319e-01,-7.6532309e-02,no
-7.4860017e-01,-2.1854572e-01,4.5876262e-01,3.2599469e-01,1.2320698e+00,-3.1487660e-01,3.9764041e-01,2.1887546e-01,1.1691379e-01,no
-7.6582352e-01,-1.9217570e-01,8.1288495e-01,3.8082013e-01,1.2855638e+00,-1.6419493e-01,1.8092194e-01,9.0873777e-02,5.9593190e-02,no
5.7418899e-01,1.2496264e-02,-2.7293499e-01,-2.8289321e-01,1.0888853e+00,4.2031624e-02,3.9475367e-01,1.1282268e-01,-4.3185171e-02,no
1.4755771e+00,2.1851787e-01,-9.0563202e-01,-6.7620569e-01,4.8658991e-01,-4.3687931e-01,2.9572496e-01,-1.4820650e-01,-2.4948340e-01,no
8.6293854e-01,2.2678138e-01,-2.9550714e-01,-4.0858767e-01,9.2013490e-01,7.6428172e-01,7.1000739e-01,9.9961580e-02,-3.1896294e-02,no
4.3897351e-01,4.6355786e-02,1.0723387e-01,-2.9357287e-02,1.6983146e+00,9.2143252e-02,6.5549849e-01,2.7107989e-01,8.7205679e-02,no
-1.4979813e-01,-1.3340267e-01,3.3458246e-01,2.1939561e-01,3.3117862e-01,4.7940240e-01,1.5956202e-01,6.4765009e-02,3.9929077e-02,no
5.2247879e-01,4.2657011e-02,-1.8031655e-01,-2.6915807e-01,6.4753915e-01,1.9212927e-02,3.5115711e-01,1.3931953e-01,-8.2922141e-05,no
4.9024509e-01,1.1604845e-02,-3.8788615e-01,-4.3424860e-01,1.2092768e+00,-5.5127670e-01,4.5125658e-01,3.1291880e-02,-1.5552548e-01,no
-3.6914442e-01,-1.6641383e-01,2.1025939e-01,6.3123026e-02,1.2302340e+00,-5.4465145e-01,2.7054671e-01,1.2009217e-01,2.7620465e-02,no
3.1566717e-01,3.8150369e-03,3.6394620e-01,1.1696025e-01,1.0328426e+00,-5.5345417e-01,5.1774233e-01,2.3192434e-01,2.7351990e-02,no
1.0956380e+00,8.7862639e-02,-5.6168350e-01,-4.0538746e-01,8.6895660e-01,5.0957680e-01,2.1793542e-01,-1.7594779e-02,-1.9120507e-01,no
2.9598548e-01,-4.7596264e-02,-2.0962678e-01,-2.5685202e-01,-1.5711009e-01,-5.0973333e-01,8.0807345e-02,-3.1150432e-02,-9.4625952e-02,no
