@relation landmine28

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
9.1332633e-01,1.9159257e+00,5.5762496e+00,6.2488225e+00,4.7162653e+00,6.7092493e-01,5.4880649e+00,5.8247456e+00,6.0092231e+00,yes
6.4181108e-01,1.6397950e+00,5.6382428e+00,6.1966340e+00,5.1364413e+00,3.3844479e+00,5.7778846e+00,6.2743697e+00,6.4175294e+00,yes
3.4328997e-01,6.6216243e-01,4.0316154e+00,3.9812417e+00,5.2979947e+00,4.9462523e-01,4.5138379e+00,4.1179214e+00,3.7750458e+00,yes
6.5932311e-01,5.6840858e-01,2.4516348e+00,1.6771930e+00,4.0014085e+00,-4.6592991e-01,2.7087726e+00,1.8836300e+00,1.3840813e+00,yes
1.3219358e+00,8.9119183e-01,2.6693153e+00,2.0560049e+00,3.5676494e+00,-4.0539215e-01,2.3874951e+00,1.9922876e+00,1.5492417e+00,yes
-5.3545566e-03,1.0153637e-01,4.7084909e+00,5.3686082e+00,2.9056711e+00,-4.1594843e-01,1.9808300e+00,1.9754370e+00,2.0031885e+00,yes
1.3089927e-01,-8.8234049e-03,5.9581454e-01,2.6968842e-02,3.0789434e+00,-4.7156339e-01,9.1252966e-01,3.3977453e-01,2.0176716e-02,no
-4.3358861e-01,-1.5190310e-01,9.7326969e-01,4.7073040e-01,-1.3861873e+00,-5.0588085e-01,7.0245194e-01,3.7197669e-01,1.5620835e-01,no
7.7637427e-01,1.6386386e-01,2.8437416e-01,-1.0405012e-01,1.6602340e+00,-5.0540611e-01,9.2390266e-01,3.1571375e-01,3.8360366e-02,no
3.5186761e-01,2.5572107e-01,4.8805306e+00,5.4742709e+00,6.3392341e-01,-5.0064413e-01,1.7061337e+00,1.8018674e+00,1.8587003e+00,yes
-4.4274077e-01,-9.4972759e-02,1.4015380e+00,7.2175009e-01,1.8737279e+00,-4.4832288e-01,1.2247391e+00,7.3900478e-01,4.9624271e-01,no
-3.8927355e-01,-1.2136389e-01,2.7592422e+00,2.4733618e+00,1.6732093e+00,-4.7603397e-01,1.0511729e+00,8.9685911e-01,8.3971218e-01,no
4.3817235e+00,3.0295036e+00,3.4736910e+00,3.4113858e+00,1.4075386e+00,1.5782282e-02,1.2285996e+00,1.2215525e+00,1.1593864e+00,yes
-8.7441599e-02,-6.9892336e-02,3.2279618e+00,3.4329002e+00,-3.8961276e-01,-2.9933988e-01,7.7861427e-01,7.7807061e-01,7.8941207e-01,no
1.3040444e+00,1.7125624e-01,-4.4384260e-02,-2.1985778e-01,1.3313540e+00,5.6838080e-01,2.9285527e-01,-3.1545070e-02,-1.3522534e-01,no
2.7884239e+00,1.0025518e+00,7.6548105e-01,4.3903767e-01,-2.6522129e-01,-1.2530931e-02,5.4549089e-01,3.5471466e-01,2.4883030e-01,no
-1.6852610e-02,-6.2965401e-02,1.2706903e+00,9.0350809e-01,1.7741451e+00,-4.9815420e-01,7.9957360e-01,5.9662792e-01,4.5561034e-01,no
-6.3678720e-01,-1.6770704e-01,6.5361879e-01,1.0441564e-01,2.0167911e+00,3.8585006e-01,6.8018899e-01,2.9932756e-01,1.0932685e-01,no
9.9389431e-01,1.6491158e-01,3.9210623e-02,-2.1827126e-01,1.3750019e+00,-2.4043643e-01,5.2781825e-01,1.6515215e-01,-3.5478158e-02,no
5.3570326e-02,7.2147837e-03,3.8192811e+00,4.1679620e+00,1.5097098e+00,4.3553487e-01,9.0544103e-01,1.0606869e+00,1.1383148e+00,no
1.6996985e+00,3.9035833e-01,2.2732040e-01,-4.5698155e-02,-5.6740717e-01,2.0633779e-01,3.9571882e-01,1.1426438e-01,-1.6894796e-02,no
-3.6486788e-01,-1.3207496e-01,1.3152000e-01,-2.3772033e-01,-2.1332390e+00,-4.1194738e-02,2.4916374e-01,-1.0571049e-02,-1.3011160e-01,no
7.2708291e-01,1.0224585e-01,2.4456927e-01,-1.3927060e-01,1.4174249e+00,-1.5291616e-01,5.7304012e-01,1.8971111e-01,8.0581831e-03,no
-4.3711718e-01,-1.5952869e-01,4.7969506e-01,3.6930903e-02,9.2112167e-02,3.2407444e-01,3.1954109e-01,1.3691213e-01,2.6170532e-02,no
1.8642476e-01,6.3256080e-03,9.4227843e-01,4.0735133e-01,-9.8759097e-02,-5.0433565e-01,6.5174972e-01,3.5906850e-01,2.0888192e-01,no
6.6682785e-01,-9.3559962e-03,-3.9066608e-01,-3.6194847e-01,5.2143286e-01,1.2167190e-01,-1.7897069e-01,-2.1435714e-01,-1.8850813e-01,no
2.8481671e-01,2.5376477e-03,2.0980764e-01,-1.3649923e-01,1.9345718e+00,-5.0652296e-01,4.8068058e-01,1.7127217e-01,3.3288851e-02,no
2.9639721e-01,-2.3217368e-02,1.4078851e+00,1.0406325e+00,1.3051232e+00,7.8798582e-01,4.4546243e-01,3.2904020e-01,2.9318981e-01,no
6.7256565e+00,2.3044192e+00,-2.5404349e-01,-2.8418457e-01,-2.0590221e-01,-3.2036686e-01,-2.2262921e-02,-1.5330828e-01,-1.7346626e-01,no
2.2615425e+00,4.1923258e-01,-3.0589137e-01,-3.5412230e-01,2.2331977e-01,-1.4373840e-01,2.8619692e-01,-3.9290775e-02,-1.7012149e-01,yes
