@relation landmine11

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
6.3050969e-01,9.5556464e+00,7.3754156e+00,9.1306951e+00,7.9483162e+00,-1.7288515e-01,1.1701066e+01,1.3204028e+01,1.3933511e+01,no
2.5415058e+00,2.3200366e+01,7.0149084e+00,8.5135661e+00,8.1114712e+00,-6.4773721e-01,1.2997867e+01,1.4189697e+01,1.4820908e+01,no
-9.3279786e-01,2.8539580e-01,5.8876925e+00,6.9383665e+00,2.6878766e+00,-5.2449706e-01,3.2693234e+00,3.5380112e+00,3.5118650e+00,no
-1.7336689e-01,9.4762332e-01,4.9803936e+00,5.5071538e+00,3.3375804e+00,-6.7519091e-01,3.3740353e+00,3.3113512e+00,3.1160310e+00,no
-3.9022948e-01,6.6760645e-01,4.3863774e+00,4.8458673e+00,2.2300461e+00,2.8142480e-02,2.4490371e+00,2.6867713e+00,2.7654363e+00,no
-1.4653653e+00,-2.6491189e-01,4.2926673e+00,4.4428244e+00,3.5912237e+00,-6.7774107e-01,3.0487320e+00,2.7074908e+00,2.2535433e+00,no
1.1764135e-01,8.0330842e-01,3.1489820e+00,2.6571137e+00,2.5437465e+00,-3.3428988e-01,2.5363619e+00,2.3751454e+00,1.8928630e+00,no
-1.7277389e+00,-5.2057801e-01,4.3543195e+00,5.0177587e+00,1.6188945e+00,-3.0956610e-01,1.4936126e+00,1.5387932e+00,1.5444383e+00,yes
4.5505781e-01,1.1935016e+00,3.3845328e+00,3.3408567e+00,1.6166544e+00,-5.0892803e-01,1.9332519e+00,1.8877663e+00,1.7868494e+00,no
2.4019229e-01,7.1967283e-01,3.2258657e+00,3.2242202e+00,1.2915410e+00,-5.3407972e-01,1.5270127e+00,1.5777891e+00,1.5860295e+00,no
6.1371500e-01,8.9315479e-01,3.1450086e+00,2.8541939e+00,1.4460698e+00,-1.9916487e-01,1.4311786e+00,1.5363997e+00,1.3921634e+00,no
-1.5365636e+00,-5.0312000e-01,2.8533958e+00,2.9245044e+00,1.1195793e+00,-6.7642881e-01,7.5379549e-01,8.6989312e-01,9.0216985e-01,yes
8.7495802e-01,2.2803202e+00,1.8717837e+00,1.1418165e+00,3.4670522e+00,-6.6783590e-01,2.6558917e+00,2.0620442e+00,1.6230363e+00,no
-1.4805800e-01,-1.6341804e-02,1.9605168e+00,1.7776163e+00,3.8446842e-01,-5.4007727e-01,3.8549152e-01,5.8471947e-01,6.1356435e-01,no
-1.6242149e+00,-5.0288561e-01,2.8834000e+00,3.0007348e+00,9.2597199e-01,1.2647373e-01,9.9414802e-01,1.0279553e+00,1.0818626e+00,yes
-1.0978198e-01,4.2148955e-01,1.9576450e+00,1.3815205e+00,8.9796589e-01,-4.8092526e-01,6.8864007e-01,6.9981856e-01,5.2488905e-01,no
1.7416083e+00,3.0125088e+00,1.5950183e+00,8.3846050e-01,2.0799973e+00,-6.3517849e-01,1.6594812e+00,1.4636245e+00,1.1091028e+00,no
-1.5078247e+00,-5.2878395e-01,1.7827859e+00,1.6385190e+00,1.6903924e+00,4.9405018e-01,1.0443040e+00,9.1454859e-01,7.3500835e-01,no
-1.6180348e+00,-5.3275743e-01,2.4871707e+00,2.6125311e+00,3.3521346e-01,-3.7493933e-01,5.4450944e-01,7.1714808e-01,8.2602129e-01,yes
-5.1636566e-01,-2.1020511e-02,2.0202104e+00,1.7239662e+00,1.3127010e+00,4.4900442e+00,1.0206418e+00,8.6634520e-01,7.3056696e-01,no
-1.2875111e+00,-3.9898703e-01,2.3027347e+00,2.1242097e+00,7.1023921e-01,-3.8861948e-01,7.0344396e-01,7.5251771e-01,8.0347465e-01,yes
6.6202094e-01,2.3548403e+00,2.4960281e+00,1.6023038e+00,3.3677514e+00,-6.2364104e-01,2.7846464e+00,2.0768353e+00,1.5468734e+00,no
1.2146266e+00,2.9933936e+00,1.6907844e+00,8.9053851e-01,3.9093948e+00,4.0420817e-01,2.8983426e+00,1.9386138e+00,1.3624220e+00,no
-1.0757261e+00,-3.1802974e-01,1.7992140e+00,1.4381129e+00,1.3614087e+00,-5.1041464e-01,1.1419445e+00,8.7174408e-01,6.7765615e-01,no
1.1110335e+00,2.6980039e+00,2.0154699e+00,1.1910772e+00,2.7517632e+00,-5.1577556e-01,1.5955214e+00,1.1829970e+00,1.0654738e+00,no
1.1679236e+00,1.7843719e+00,1.8950760e+00,1.2003975e+00,2.9847909e+00,-6.7628145e-01,2.1713755e+00,1.5787577e+00,1.0841016e+00,no
6.0230271e-01,6.6445437e-01,1.8248678e+00,1.2705004e+00,2.4280314e+00,-4.9242309e-01,1.5397344e+00,1.0031642e+00,7.0729527e-01,no
2.8407447e+00,5.1402045e+00,1.5739815e+00,6.5111544e-01,4.5284068e+00,-3.4829354e-01,2.8170121e+00,1.7557097e+00,9.6097710e-01,no
-7.9918821e-01,-1.5987636e-01,1.9653441e+00,1.3322967e+00,1.9512534e+00,1.9942967e+00,1.3410462e+00,8.3925858e-01,5.0480249e-01,yes
-7.8767489e-02,1.0628231e-01,1.4473428e+00,1.1564167e+00,8.1702413e-01,-4.8024032e-01,6.1729842e-01,6.5704828e-01,6.2821301e-01,no
6.6878239e-01,4.5537331e-01,2.0566471e+00,2.0000123e+00,3.1501441e-01,-2.8029482e-01,2.6306876e-01,4.6489599e-01,5.2899543e-01,no
-1.3766652e+00,-5.0950158e-01,1.7926194e+00,1.7589027e+00,6.8095077e-01,3.1277208e-01,3.0487192e-01,4.1251160e-01,4.7672311e-01,no
5.5539730e-01,5.4969890e-01,1.1593235e+00,6.9360245e-01,8.3457819e-01,-3.4491484e-01,5.7952839e-01,5.8557258e-01,5.2472400e-01,yes
-1.2732313e+00,-4.7794692e-01,1.7807546e+00,1.7017274e+00,1.5520457e+00,-1.6302739e-01,6.0699135e-01,5.3916363e-01,5.3140484e-01,no
-1.6917646e+00,-5.9168374e-01,1.1102488e+00,7.8317412e-01,5.5656785e-01,-4.0139707e-01,2.6559096e-01,3.5112732e-01,3.3951166e-01,no
7.5338703e-02,2.4190750e-01,1.5795287e+00,1.0420040e+00,1.4922447e+00,1.1781490e+00,8.2548804e-01,6.4704766e-01,5.2679429e-01,no
-7.0637301e-01,-2.5347581e-01,1.5612293e+00,1.3502205e+00,1.3612081e+00,1.3461588e+00,6.5468689e-01,6.1002917e-01,5.2232575e-01,no
-7.8265381e-01,-6.7025578e-02,1.3301837e+00,6.6999991e-01,2.2309140e+00,-6.7241135e-01,1.0217651e+00,7.4754833e-01,4.5735295e-01,no
1.1399901e-01,4.4272648e-01,1.8656089e+00,1.3090434e+00,1.5546668e+00,-6.6883863e-01,1.4234147e+00,1.0874171e+00,8.9289429e-01,no
6.0088159e-01,3.5958978e-01,1.1163485e+00,7.0820425e-01,1.0010130e+00,3.0067867e+00,8.2911054e-01,6.9422074e-01,4.4693816e-01,no
-9.4054329e-02,1.3195170e-01,1.2941979e+00,7.6870110e-01,2.3450694e+00,-4.6870061e-01,1.2665999e+00,8.0105540e-01,4.8292961e-01,no
-4.2665158e-01,-9.6046950e-02,1.5181003e+00,1.2811951e+00,1.6288594e+00,-6.7607077e-01,8.5815138e-01,6.3739992e-01,4.3690428e-01,no
6.0373066e-01,5.4294584e-01,1.6129254e+00,1.2282787e+00,8.8342354e-01,-4.1766713e-01,6.1719650e-01,6.1459095e-01,5.9694798e-01,no
-7.3310406e-01,-2.9074907e-01,1.0416074e+00,7.2716851e-01,-3.5266376e-01,3.1976573e-01,-5.6524948e-02,2.0208258e-01,2.8729552e-01,no
-3.7477524e-01,2.4010859e-02,7.1534291e-01,2.5448551e-01,1.7544887e+00,-6.6675006e-01,1.3217308e+00,8.7043412e-01,4.8795285e-01,no
5.5094514e-01,2.6097936e-01,1.1135745e+00,9.9630486e-01,1.4144679e+00,1.0323462e+00,6.6088540e-01,5.1502146e-01,3.9431106e-01,no
-1.2313216e+00,-4.7104407e-01,1.2395327e+00,1.1288540e+00,8.2392786e-03,-6.4181037e-01,1.5269226e-01,2.6047894e-01,2.9916335e-01,no
-1.4982260e+00,-5.5235632e-01,1.3419176e+00,1.2998384e+00,6.7140285e-01,-6.5609934e-01,5.4368221e-01,3.7361901e-01,3.7908917e-01,no
-1.0351391e-02,3.6277168e-02,9.2791079e-01,6.2328860e-01,1.3933502e+00,-6.4562877e-01,6.1314114e-01,5.1856245e-01,3.6223246e-01,no
1.9215142e+00,3.5419121e+00,1.6013197e+00,7.6410600e-01,1.7214114e+00,-1.3243204e-01,1.8831119e+00,1.3983545e+00,1.0531087e+00,no
1.9205142e-01,2.8512844e-01,1.0301196e+00,4.7723851e-01,8.9221706e-01,-5.1439459e-01,6.7210091e-01,5.1707736e-01,3.2350234e-01,no
-9.8918632e-01,-3.9287912e-01,4.2019763e-01,1.1633913e-01,1.2474335e+00,-6.2620263e-01,6.1618159e-01,3.7467597e-01,1.4099283e-01,no
-3.9511665e-01,8.1944805e-02,1.4088807e+00,8.6154375e-01,7.2984228e-01,-6.0749874e-01,7.1027200e-01,3.7583121e-01,4.3320956e-01,no
-8.3076639e-01,-3.3885339e-01,8.0556789e-01,4.5178578e-01,1.8043216e-01,-3.8255191e-01,2.2037272e-02,1.5963956e-01,1.4343187e-01,no
3.8852999e-01,9.4482673e-01,1.7478119e+00,1.0947725e+00,1.1635371e+00,1.5172999e+00,1.0174900e+00,9.2391581e-01,8.1296886e-01,no
1.0984724e+00,2.9970364e+00,1.7519808e+00,9.2046793e-01,3.4256530e+00,-1.0542326e-01,3.1152692e+00,2.0829078e+00,1.4632023e+00,no
-1.4622019e+00,-4.9055190e-01,1.0446844e+00,6.8005418e-01,-3.4470234e-01,-2.5633904e-01,2.4002972e-01,3.0736222e-01,3.7179125e-01,no
-1.2277276e+00,-4.6648562e-01,1.1429491e+00,8.0697515e-01,2.9925531e-01,-4.5237681e-01,2.8848582e-01,3.9287710e-01,3.9435441e-01,no
-1.0217014e-01,2.6613530e-01,9.8886275e-01,4.8627010e-01,1.8921168e+00,-6.7304872e-01,1.0394204e+00,6.0274844e-01,3.1705299e-01,no
5.2598997e-01,6.5719372e-01,7.2693470e-01,2.9720818e-01,1.6933765e+00,-6.1054005e-01,1.1924175e+00,6.8110847e-01,3.8063190e-01,no
-1.1796972e+00,-5.0508530e-01,6.4479974e-01,5.5161691e-01,3.7420681e-01,-4.4058513e-01,1.6619686e-01,2.3479859e-01,2.0153882e-01,no
1.0447573e-01,4.3994634e-01,1.5779886e+00,1.0252732e+00,1.8480160e+00,1.4421091e+00,1.3046568e+00,8.4015737e-01,5.3665462e-01,no
2.7930464e-01,2.6768629e-01,6.6351888e-01,2.3477683e-01,9.1627366e-01,-1.1551613e-01,1.0376899e+00,5.9071436e-01,2.7369245e-01,no
9.8039722e-01,2.2228449e+00,1.9092468e+00,1.0949710e+00,1.8382732e+00,-6.7764271e-01,1.6204900e+00,1.0682637e+00,8.0615009e-01,no
-8.0871669e-02,1.3084001e-01,9.1751569e-01,5.0606462e-01,-2.4047925e-01,4.1399358e-01,9.8367513e-02,3.4202102e-01,3.8797484e-01,no
-3.3781839e-01,-1.3173423e-02,1.1726919e+00,7.3535088e-01,7.2441493e-01,1.2863950e-01,3.9196492e-01,3.5756809e-01,3.3530519e-01,no
-1.1121104e+00,-4.9077621e-01,8.3240651e-01,7.2896059e-01,4.6019805e-01,1.5719371e+00,2.2794910e-01,2.8653941e-01,2.7188951e-01,no
-1.5005399e+00,-5.3021166e-01,1.2483840e+00,1.0422543e+00,5.3172751e-01,-3.2676405e-02,2.9536169e-01,3.3343746e-01,3.6621098e-01,yes
1.8353319e+00,2.1213757e+00,1.3594218e+00,7.6596241e-01,1.4641387e+00,-6.3292185e-01,1.1665542e+00,6.2922047e-01,3.5833195e-01,no
-7.8440692e-01,-3.3602547e-01,7.6763194e-01,5.5836599e-01,1.0403953e+00,2.1755117e+00,5.6792393e-01,3.7214803e-01,2.3476552e-01,yes
8.7050159e-01,2.7904604e-01,7.3477724e-01,6.2563380e-01,9.5556240e-01,-6.0312932e-01,3.8560650e-01,2.7710167e-01,2.1113125e-01,no
7.7912031e-02,4.2452614e-01,1.0756617e+00,4.6438427e-01,9.1027462e-01,-4.1559739e-01,7.1977447e-01,5.1855371e-01,3.0707227e-01,yes
-3.9438809e-01,9.9241555e-02,7.3638506e-01,2.8114196e-01,3.1878824e+00,-5.9123347e-01,1.6439560e+00,8.3828437e-01,4.3466288e-01,no
-1.5226822e+00,-5.4354366e-01,1.3701402e+00,9.1059508e-01,2.8372848e-01,-6.7654499e-01,4.5451255e-01,3.2461533e-01,2.4494114e-01,yes
-2.4427051e-01,5.2106471e-01,2.8486379e+00,2.1101469e+00,2.1935732e-01,2.4468909e-01,1.6759638e+00,1.5736158e+00,1.2561204e+00,no
8.8453042e-01,8.7731515e-01,1.0243979e+00,5.0452122e-01,9.8683193e-01,7.2331729e-01,8.2492169e-01,5.8352507e-01,3.8372375e-01,no
8.5693272e-01,1.0719855e+00,1.9466175e+00,1.4998218e+00,4.7635740e-01,3.2498261e-01,6.1487328e-01,6.0993477e-01,5.9187666e-01,no
-1.5591655e+00,-5.9666416e-01,9.0594849e-01,7.6106806e-01,2.8953877e-01,-3.4743768e-01,6.0185227e-02,1.4829315e-01,1.8193020e-01,yes
-1.1984282e+00,-4.4186152e-01,9.5207850e-01,7.2228740e-01,-1.0507209e-02,-6.7764840e-01,3.5182468e-01,3.4682803e-01,3.4690550e-01,no
-1.1116033e-01,1.1928376e-01,1.2671052e+00,7.4726467e-01,-6.3086297e-01,-5.8621337e-01,2.3429993e-02,1.8489576e-01,2.4252846e-01,no
-1.2678715e+00,-4.7163054e-01,6.0576035e-01,2.8390282e-01,1.3693039e+00,-6.7681148e-01,6.4737310e-01,4.0231318e-01,2.5093424e-01,no
-3.7139033e-01,-3.0102836e-01,6.1989888e-01,7.4224375e-01,-2.2918397e-01,-5.8601122e-01,-1.2527965e-01,7.3150876e-02,1.5724885e-01,no
-2.6085666e-01,-1.3286065e-01,4.9377625e-01,2.0411572e-01,-4.9327424e-01,2.2628862e+00,1.7413257e-02,1.4572640e-01,1.4463649e-01,no
