@relation landmine14

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
7.1862858e+00,3.3923998e+01,6.5389725e+00,7.9291495e+00,9.8454393e+00,-1.4551281e-01,1.6903533e+01,1.8159482e+01,1.8314887e+01,no
3.1606063e+00,8.4144373e+00,6.3577652e+00,7.6680735e+00,8.0285227e+00,9.3862202e-01,1.2084098e+01,1.2663061e+01,1.2694140e+01,no
2.4649559e+00,5.2783671e+00,6.4858746e+00,7.8915714e+00,6.2339999e+00,7.1706546e+00,9.4077729e+00,1.0286625e+01,1.0892078e+01,no
-4.4227510e-01,2.9618821e-01,4.3822931e+00,4.5912187e+00,3.6111496e+00,-2.0134954e-01,4.3458159e+00,4.1126952e+00,3.8260677e+00,no
3.6554073e-01,4.4336341e-01,3.5784294e+00,3.5951411e+00,1.4299713e+00,-5.8920679e-02,2.0049353e+00,2.0881422e+00,2.1924764e+00,no
-1.5106180e+00,-1.6396089e-01,3.8654550e+00,4.0720589e+00,1.9865885e+00,3.1309722e-01,1.7591555e+00,1.6934215e+00,1.4480418e+00,yes
-1.0171140e+00,-4.7629653e-02,3.2612977e+00,3.2201829e+00,2.1267700e+00,1.5987090e-02,1.8683986e+00,1.8652273e+00,1.8884640e+00,no
1.1240006e-01,3.3294460e-01,2.6470157e+00,2.1117819e+00,2.6278860e+00,6.9082496e-01,2.6027893e+00,1.9668044e+00,1.5252391e+00,no
-4.7753977e-01,5.3257495e-02,3.0944231e+00,3.1575639e+00,2.9551589e+00,-2.9171861e-03,2.3492908e+00,1.8642705e+00,1.5270950e+00,no
2.1295737e-01,1.6055043e-01,2.0537665e+00,1.4592292e+00,3.0011662e+00,-7.9622667e-02,2.1667850e+00,1.6657644e+00,1.0864764e+00,no
9.0161440e-01,3.5310960e-01,3.7749189e+00,4.1755375e+00,1.7368109e+00,-2.1329605e-01,1.5451781e+00,1.4617086e+00,1.5414284e+00,no
6.9634021e-01,2.6201760e-01,2.9652514e+00,3.0444351e+00,1.9555756e+00,1.8703009e-01,1.7409769e+00,1.4232140e+00,1.2006750e+00,no
-1.3272232e+00,-1.5566046e-01,3.5764846e+00,4.0001104e+00,1.3446049e+00,2.5720934e-01,1.4068687e+00,1.2699133e+00,1.1976541e+00,yes
-1.8841485e-01,9.3140681e-02,2.6330148e+00,2.4180414e+00,1.9501141e+00,1.7048403e+00,1.6812667e+00,1.3645488e+00,1.1154982e+00,no
-6.4514534e-01,-3.9748218e-02,2.9411445e+00,3.0441479e+00,2.1242548e+00,2.1718083e-01,1.2196463e+00,1.0774132e+00,1.0227364e+00,no
-1.6874221e-01,2.1962533e-02,1.9933966e+00,1.8945630e+00,1.6856620e+00,-3.2059342e-01,1.2572510e+00,1.0811898e+00,8.3185029e-01,no
-1.3105615e+00,-1.4849678e-01,3.6482921e+00,4.0857111e+00,1.0071339e+00,-7.9194659e-02,1.1786696e+00,1.2202985e+00,1.2564481e+00,no
-5.1396648e-01,-4.2979250e-02,1.2552472e+00,8.8485803e-01,8.5660822e-01,1.7381240e-01,9.9789603e-01,7.0674834e-01,4.9800144e-01,no
-1.0980615e+00,-1.3720656e-01,2.3007295e+00,1.9519153e+00,1.8013184e+00,-1.4917282e-01,1.2308651e+00,1.0281444e+00,6.7255086e-01,no
-6.1651479e-01,-2.5869388e-03,1.7512517e+00,1.2785319e+00,2.5129560e+00,7.4645147e-01,2.0232700e+00,1.5435446e+00,1.1564031e+00,no
1.0671972e+00,2.8639299e-01,3.1267192e+00,3.5381265e+00,3.3877957e-01,-5.1056427e-02,6.9198047e-01,8.4333325e-01,9.7633466e-01,no
-1.1323903e-01,8.1962802e-02,2.3669907e+00,2.3213038e+00,1.6496510e+00,9.5584009e-01,1.2962974e+00,1.1868739e+00,1.1233856e+00,no
-1.1303649e+00,-1.3602924e-01,2.3290308e+00,2.2462790e+00,1.1037786e+00,-3.1143356e-01,8.3127731e-01,8.3897326e-01,8.0280279e-01,no
-9.0239406e-01,-1.1908420e-01,2.2131156e+00,2.1384542e+00,1.5310422e+00,-2.8658869e-01,1.2619538e+00,9.9414662e-01,7.5833422e-01,no
4.9253943e-01,4.1727276e-01,1.8454183e+00,1.2521972e+00,2.1770449e+00,-1.8646283e-01,1.9854918e+00,1.6313199e+00,1.2619431e+00,no
-1.1056714e+00,-1.6207086e-01,2.6744120e+00,3.0667875e+00,1.0285195e+00,-2.1879348e-01,6.6128038e-01,6.5513840e-01,6.9228508e-01,no
-5.0468146e-01,-4.4048056e-02,2.2014311e+00,2.0415855e+00,8.9622943e-01,-2.6981749e-01,7.2492648e-01,7.6830608e-01,8.1651439e-01,no
2.3730326e+00,5.3221275e-01,1.4230977e+00,1.3862082e+00,5.3014392e-01,-1.2347652e-01,3.6225491e-01,4.7575697e-01,4.7701350e-01,no
-8.7609112e-01,-1.3062229e-01,2.7337102e+00,3.0117499e+00,5.1214255e-01,-1.0587699e-01,5.9803007e-01,6.7018773e-01,6.7818543e-01,no
4.5801199e-01,5.8919584e-01,1.6781317e+00,1.0764615e+00,3.6480245e+00,-2.6965489e-01,3.3159348e+00,2.3657821e+00,1.6728305e+00,no
-8.1078316e-01,-7.2788844e-02,1.6826756e+00,1.1014855e+00,1.7704119e+00,-3.1296783e-01,1.5813420e+00,1.1436499e+00,7.6119486e-01,no
-1.2960689e+00,-1.6898240e-01,1.2573911e+00,9.1552858e-01,1.9323530e+00,-2.8971772e-01,1.3985794e+00,9.2339334e-01,5.7028816e-01,yes
-1.3242143e+00,-1.8275835e-01,1.8260264e+00,1.9575521e+00,1.5098451e+00,1.1867680e+00,7.1363957e-01,5.0610245e-01,3.6752316e-01,yes
4.0316436e-01,1.0929555e-01,1.4372132e+00,1.0648112e+00,2.1493600e+00,2.3086841e-01,9.6332856e-01,7.1006615e-01,5.8570053e-01,no
5.3034099e-01,1.3275886e-01,1.5414510e+00,1.3925053e+00,1.0961153e+00,-3.1763407e-01,8.3056867e-01,6.7432755e-01,4.8841651e-01,no
1.1577072e-01,8.8456583e-02,1.1655097e+00,8.1631580e-01,1.6386408e+00,-2.7156381e-01,1.3278815e+00,8.9644170e-01,5.7721844e-01,no
1.4520211e-01,2.8002283e-01,2.2735930e+00,1.7306561e+00,1.4264986e+00,-3.1590749e-01,1.4846392e+00,1.4097743e+00,1.3218652e+00,no
-2.7325601e-01,-5.7133762e-02,1.1286249e+00,9.5434185e-01,7.0649169e-01,-2.9441758e-01,6.4493446e-01,5.5941562e-01,4.7916977e-01,no
-9.2334510e-01,-8.4997946e-02,1.5721616e+00,9.7069968e-01,5.9645210e-01,7.4752150e-01,9.0901760e-01,8.4153298e-01,7.3113301e-01,no
-1.0719064e+00,-1.4376011e-01,2.2582462e+00,2.1858595e+00,2.0145796e-01,-2.2900151e-01,5.0178592e-01,6.9273693e-01,7.4654853e-01,no
1.5484693e-01,1.7055617e-02,1.4715367e+00,1.4621352e+00,1.1195037e+00,-3.0387503e-01,7.4934307e-01,6.1952086e-01,5.4858174e-01,no
