@relation landmine01

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
1.3683079e+00,1.5566271e+01,7.3633587e+00,9.1305450e+00,9.3819317e+00,-6.6461017e-01,1.4342446e+01,1.5566289e+01,1.5359814e+01,no
1.4188699e+00,1.4956788e+01,7.2138652e+00,8.8823181e+00,9.0949538e+00,9.5995660e-01,1.3576673e+01,1.4504010e+01,1.4343841e+01,no
-8.9041833e-02,1.5293758e+00,4.4679278e+00,4.3334616e+00,4.9876357e+00,-8.8195209e-02,4.9730994e+00,4.5246765e+00,3.7538134e+00,no
-5.7655161e-01,5.0853487e-01,5.1792206e+00,5.7768237e+00,3.5621561e+00,-6.6695947e-01,3.1230338e+00,3.1198470e+00,2.8173413e+00,no
1.8309627e+00,7.1230116e+00,3.7014308e+00,3.5033602e+00,4.8677007e+00,1.0587199e+00,5.7435967e+00,5.1441705e+00,4.5195472e+00,no
1.5121134e+00,5.0894121e+00,3.3243414e+00,2.8081560e+00,4.8595826e+00,-3.4308735e-01,4.8099840e+00,4.2904312e+00,3.6320668e+00,no
-1.2273459e-02,9.4455801e-01,3.4240344e+00,3.0147822e+00,2.6559856e+00,1.0491501e+00,2.3628141e+00,2.1711960e+00,1.8836867e+00,no
1.4879706e+00,3.7943205e+00,1.9192092e+00,9.8758156e-01,4.4042270e+00,-6.7494673e-01,3.9241434e+00,2.9008274e+00,1.8188862e+00,no
1.1587168e+00,3.8757410e+00,2.6825950e+00,1.8678640e+00,4.9226722e+00,-6.6601256e-01,4.4237513e+00,3.2742261e+00,2.4734013e+00,no
9.0370610e-01,2.2700517e+00,2.6075253e+00,1.8821964e+00,4.0043738e+00,-2.4507488e-01,2.8062715e+00,2.1631777e+00,1.7164292e+00,no
-8.0533768e-02,1.3229198e+00,3.3613858e+00,2.6808117e+00,4.1607344e+00,-4.7916195e-01,2.8294228e+00,2.6691593e+00,2.4510326e+00,no
-1.1613079e+00,-2.5164125e-01,2.0548753e+00,1.5421793e+00,3.8919774e+00,-6.0945669e-01,2.1286609e+00,1.5166800e+00,1.0437715e+00,no
-1.3805751e+00,-4.3175194e-01,2.3240154e+00,2.0881600e+00,1.3012057e+00,-6.1759912e-01,1.2108743e+00,1.1367109e+00,9.9680306e-01,no
8.9505356e-02,9.5657499e-01,2.3430951e+00,1.6359064e+00,3.1163677e+00,6.6846721e-01,1.9859855e+00,1.5026615e+00,1.1721372e+00,no
-8.6025621e-01,-2.1151906e-01,1.6706732e+00,1.1541372e+00,1.0592579e+00,2.0746350e+00,6.8106581e-01,6.9364809e-01,5.8226093e-01,no
-5.5410510e-01,3.0681071e-01,2.0673329e+00,1.2491964e+00,5.0469827e-02,-5.5468083e-01,9.6458610e-01,6.8219574e-01,7.6780921e-01,no
6.0569124e-01,1.7557866e+00,2.1526295e+00,1.2371770e+00,1.9269163e+00,-6.5014011e-01,1.7170306e+00,1.3829301e+00,1.1282877e+00,no
1.1938996e-01,3.4052655e-01,1.7387245e+00,1.3914119e+00,2.1182447e+00,-6.2776097e-01,1.0912308e+00,8.7484364e-01,7.1300113e-01,no
6.3392352e-01,1.8768768e+00,1.3353719e+00,5.1783706e-01,4.2286962e+00,-5.9911691e-01,3.1361986e+00,1.9324988e+00,1.0702227e+00,no
-1.7508904e+00,-5.5975770e-01,2.0248785e+00,1.7350475e+00,1.3835766e+00,-4.1435817e-01,1.0929820e+00,9.1046279e-01,7.0389857e-01,no
8.1673100e-01,1.5591625e+00,1.4150734e+00,7.2384179e-01,2.5590199e+00,-4.3063739e-01,1.7950465e+00,1.0997463e+00,6.8098016e-01,no
-4.8740676e-01,2.8218788e-04,1.9759420e+00,1.4066458e+00,2.8312690e+00,-5.5219274e-01,1.6231280e+00,1.1367031e+00,7.0440599e-01,no
9.4955186e-01,1.2740342e+00,2.4145575e+00,1.9149591e+00,1.5061985e+00,-6.7653081e-01,1.4474963e+00,1.0727322e+00,9.2359752e-01,no
-1.2148932e+00,-4.2601807e-01,2.6286401e+00,2.8400149e+00,9.5839003e-01,-6.6530180e-01,6.4734331e-01,6.8810294e-01,7.2154756e-01,no
-3.5013485e-01,4.5111776e-02,2.2013870e+00,1.8833344e+00,1.0836074e+00,-8.8346307e-02,5.7991033e-01,7.1102088e-01,7.4311046e-01,no
1.6522069e+00,2.0807270e+00,1.6760272e+00,1.0961365e+00,8.6431486e-01,-6.2248874e-01,7.3058946e-01,7.7225123e-01,7.2431942e-01,no
1.3774379e-01,2.1234962e-01,2.2198195e+00,2.1571118e+00,3.9839907e-01,-6.6590957e-01,4.6636551e-01,6.5587892e-01,7.7279584e-01,no
5.9384539e-02,1.6422894e-01,1.8546513e+00,1.7268760e+00,1.3517723e+00,-6.7691807e-01,7.5248964e-01,6.5536806e-01,5.7733619e-01,no
-6.4512276e-02,3.2750951e-02,2.1256100e+00,2.2085737e+00,7.1626500e-01,2.0517839e+00,5.4570336e-01,6.5899151e-01,6.8665221e-01,no
-4.2194034e-01,-5.4570578e-02,1.8262868e+00,1.5437454e+00,1.9245656e+00,3.6749118e-01,1.1615255e+00,9.6698081e-01,8.2135131e-01,no
-1.1005772e+00,-4.3271278e-01,1.4262790e+00,1.2121903e+00,-1.9047800e+00,-6.0989290e-01,3.1262521e-01,2.9911058e-01,3.2037620e-01,no
-7.2631512e-01,1.9325967e-02,1.6328708e+00,1.0273487e+00,2.6521966e+00,3.2774718e-01,1.3123496e+00,1.0480162e+00,7.8490054e-01,no
-1.3565667e+00,-5.0423391e-01,1.7343614e+00,1.6847083e+00,-6.8309308e-02,-5.6582887e-01,2.5367998e-01,3.8302983e-01,4.8530564e-01,yes
-3.6528237e-01,-6.5485785e-02,1.7309607e+00,1.5959714e+00,1.0477020e+00,-6.5810944e-01,9.7366182e-01,7.7352981e-01,6.8102343e-01,no
6.1873934e-03,4.3667134e-01,1.6597768e+00,1.0762751e+00,2.4905457e+00,7.6625534e-01,1.4479350e+00,9.3766396e-01,6.0141524e-01,no
-1.5994136e+00,-5.3928840e-01,2.0184402e+00,1.8281771e+00,9.4682374e-01,-3.7518526e-01,8.6318534e-01,6.3733265e-01,5.4383625e-01,no
