@relation landmine27

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
2.0683334e+00,1.3632181e+00,3.7598416e+00,3.4295492e+00,5.2330629e+00,2.1116446e-01,8.4853108e+00,7.7623545e+00,6.2513341e+00,no
1.4563731e+00,5.4181225e-01,3.0231326e+00,2.6606914e+00,-1.2117255e+00,1.9258576e+00,4.8502590e+00,4.0352826e+00,2.7683114e+00,yes
7.0809447e-01,5.4354236e-01,5.6082004e+00,6.4210618e+00,4.2510903e+00,2.3503209e-01,6.3902796e+00,7.0930378e+00,7.4611862e+00,yes
1.0515150e+00,5.4189079e-01,5.1173796e+00,5.7677226e+00,3.1115789e+00,-4.8499949e-01,5.0225030e+00,5.4722057e+00,5.6063262e+00,yes
-3.9101818e-01,-3.0011840e-02,1.3835481e+00,8.9552225e-01,4.0647894e+00,-2.8229255e-01,2.1415713e+00,1.1756101e+00,8.6031455e-01,no
9.9250402e-01,2.0807409e-01,2.3930522e+00,2.1015003e+00,3.3647880e+00,-2.9557175e-01,2.9532811e+00,2.4637179e+00,1.9765207e+00,yes
3.6823172e-01,6.6876036e-02,2.5681374e+00,2.3495661e+00,2.3764593e+00,5.5933607e-02,2.1373103e+00,2.0188466e+00,1.7520207e+00,yes
1.1310888e-01,-1.2143211e-02,6.5257809e-01,3.6630251e-01,3.0259623e+00,-4.5755004e-01,1.1636263e+00,7.8429034e-01,5.4974054e-01,no
-9.9090496e-02,-3.2704390e-02,4.9229602e-02,-2.4653616e-01,-2.7013582e-01,-9.8292328e-02,1.5494977e+00,6.3133092e-01,1.4112934e-01,no
8.0507415e-02,-5.9260749e-02,-4.4323386e-01,-3.4388030e-01,-2.8730533e+00,4.2125208e-01,-3.2123145e-01,-2.4155598e-01,-1.7033387e-01,no
-7.7204259e-02,-2.5339836e-02,8.0985822e-01,4.1705812e-01,2.4925685e+00,-3.8249148e-01,1.0883618e+00,6.2287354e-01,4.4149044e-01,no
9.4619784e-01,2.5438619e-02,-4.4891504e-01,-4.7977970e-01,2.1555425e+00,-1.1423453e-01,6.3209089e-01,1.2340133e-01,-1.6059668e-01,no
5.0774441e-02,3.6321457e-02,4.3292363e+00,5.1139604e+00,1.8745852e+00,-4.6747966e-01,1.6585971e+00,1.8919370e+00,2.0849179e+00,yes
