@relation landmine24

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
1.6321542e+00,4.1335213e+00,5.3367558e+00,6.1277621e+00,4.6053484e+00,-4.5697714e-01,7.8446718e+00,8.1243658e+00,7.6521720e+00,yes
1.3216260e+00,1.8209646e+00,3.2002448e+00,3.2471567e+00,-3.6086131e-01,-5.0793368e-01,4.5030253e+00,4.1130529e+00,3.7146866e+00,yes
2.1788894e+00,3.8916346e+00,5.5508692e+00,6.4022742e+00,3.1496475e+00,-4.6229590e-01,5.3853890e+00,5.9962938e+00,6.2969085e+00,yes
4.8174869e-01,1.0611432e+00,4.1390184e+00,4.2872729e+00,2.6597198e-02,-4.1767361e-01,4.5431801e+00,4.6353644e+00,4.5205870e+00,yes
1.2943530e+00,7.5059144e-01,1.0901266e+00,9.4108438e-01,2.5275463e+00,-4.3124638e-01,2.4719949e+00,1.6333720e+00,1.0664776e+00,no
1.4353227e+00,8.0504352e-01,1.1898603e+00,7.9248156e-01,3.0768324e+00,-2.5339084e-01,2.3472429e+00,1.5376067e+00,9.4294961e-01,no
3.1817214e-01,2.6248195e-01,1.4175850e+00,1.0707925e+00,1.8253366e+00,8.6978625e-03,1.7440903e+00,1.1897412e+00,8.4145169e-01,no
2.4196320e+00,1.2733658e+00,1.3907335e-01,-1.8483215e-01,3.3591560e+00,-4.3910629e-01,1.0819431e+00,3.6088735e-01,1.1227279e-01,yes
-4.1675017e-02,6.9846830e-02,6.8352385e-01,2.1388620e-01,1.3482518e+00,-5.0140221e-01,1.8980334e+00,9.2099589e-01,2.4845259e-01,no
3.2251375e-01,1.0964325e-01,3.0800986e-01,-5.9413478e-03,2.8575999e+00,-2.0774621e-01,1.5160307e+00,7.9876000e-01,2.3945830e-01,no
-6.4561073e-01,-1.6900235e-01,4.0588986e-01,7.3895557e-02,1.7760926e+00,-4.1513772e-01,9.4428901e-01,5.5333092e-01,2.1361076e-01,no
9.5321890e-01,3.7253215e-01,-2.7459063e-01,-4.1904482e-01,2.6294514e+00,-3.3953188e-01,1.1373721e+00,4.6325146e-01,1.0439033e-01,no
4.8690448e-01,1.7779793e-01,7.1501855e-01,4.9056263e-01,2.1520142e+00,-8.2545545e-02,9.3237592e-01,5.9010766e-01,4.2751276e-01,no
-1.9223240e-01,1.4258623e-01,3.7553926e+00,4.2293826e+00,2.3486039e+00,-5.2248215e-01,2.1499149e+00,2.2979695e+00,2.3725210e+00,yes
3.4924545e-01,2.8757133e-02,-2.2711120e-01,-3.1147952e-01,6.4318526e-02,-1.9298450e-01,7.5766162e-01,2.6603910e-01,-2.0475144e-02,no
9.3099452e-01,3.8871617e-01,1.5796895e+00,1.2567253e+00,-8.1231370e-01,2.0786586e-01,1.3781210e+00,1.1559887e+00,8.0265343e-01,yes
6.8705535e-01,1.5144113e-01,-8.1306157e-01,-7.6645770e-01,1.1645294e+00,-2.7129560e-01,4.8309400e-01,-1.6302007e-01,-3.9094812e-01,yes
-7.1374437e-01,-1.6851719e-01,1.4382690e+00,9.5961166e-01,-2.3604970e-01,-3.0425755e-01,1.6315705e+00,1.1599043e+00,6.3801465e-01,yes
1.1869108e+00,1.0171408e+00,2.2558519e+00,1.8520355e+00,3.2695121e+00,-3.7161657e-01,3.0897425e+00,2.4097770e+00,1.5653760e+00,yes
-9.8028302e-01,-2.3974489e-01,2.1687206e+00,1.9933882e+00,-6.7070205e-01,-3.3167281e-01,1.3500379e+00,1.3491568e+00,1.1374797e+00,no
8.3584861e-01,1.6798907e-01,-1.5970201e-01,-2.7570080e-01,2.2927292e+00,-5.0171344e-01,9.3649939e-01,2.3302368e-01,-9.1949082e-02,no
6.7109612e-01,1.2662017e-01,-4.8254886e-01,-4.9091898e-01,1.3152224e+00,-3.4108933e-01,5.7832179e-01,-1.9928277e-02,-2.6581628e-01,no
7.1860729e-01,1.7284789e-01,3.2108420e-02,-1.5892949e-01,9.5609071e-01,6.8985660e-01,6.4747066e-01,2.7171183e-01,-2.8215480e-03,no
3.1936110e-01,4.4903416e-01,3.6218778e+00,4.1490827e+00,1.5883296e+00,1.9558340e+00,1.3683602e+00,1.9252195e+00,2.4111500e+00,yes
7.9703587e-01,1.2930080e-01,-3.7857453e-01,-4.1941507e-01,1.6577644e+00,-1.8013645e-01,6.1642207e-01,2.3563937e-01,-6.4930406e-02,no
2.3001628e+00,6.9722486e-01,-1.6300844e-01,-1.6608104e-01,1.3763256e+00,-4.8768669e-01,5.9969441e-01,1.6096287e-01,2.1300124e-02,no
5.9460204e-01,1.2831224e-01,-4.6080885e-02,-2.6590018e-01,9.7200031e-01,-3.7456123e-01,7.5657155e-01,4.1410173e-01,7.2052261e-02,no
