@relation landmine15

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
8.8395012e+00,3.7692509e+01,7.1967708e+00,8.8893303e+00,1.0189912e+01,9.5878155e-02,1.9522477e+01,2.1339600e+01,2.1793141e+01,no
1.6950642e+00,4.3608961e+00,7.1430265e+00,8.7733370e+00,8.9306295e+00,-6.1637117e-01,1.5852236e+01,1.7415261e+01,1.8123954e+01,no
-6.3619648e-01,1.0280036e-02,4.5424615e+00,5.2688316e+00,3.4779413e+00,3.2434903e+00,3.1117550e+00,2.7920166e+00,2.6323394e+00,no
-4.8042963e-01,1.6237613e-02,4.0133440e+00,4.3866113e+00,2.7286084e+00,-4.7414542e-01,2.3913292e+00,2.4197129e+00,2.3776086e+00,no
-1.1004751e+00,-9.5601949e-02,4.7531184e+00,5.5403376e+00,1.5760998e+00,-4.2909939e-01,1.9850433e+00,2.0868899e+00,2.2050892e+00,no
-1.8801089e-01,8.5350817e-02,3.2035793e+00,3.1753003e+00,1.5813615e+00,3.5420766e+00,1.5811712e+00,1.7762192e+00,1.8287755e+00,no
5.3242453e-01,2.5645493e-01,2.3253532e+00,1.8982782e+00,4.2412815e+00,1.0858262e-01,2.9397749e+00,2.0411229e+00,1.5646553e+00,no
9.7251667e-01,2.3720762e-01,1.5262525e+00,1.1181940e+00,1.7571347e+00,-4.0933711e-01,1.6784078e+00,1.3976530e+00,9.8713655e-01,no
-4.4500325e-01,-4.7570069e-02,2.8803348e+00,3.1900717e+00,7.8812734e-01,-6.1900742e-01,9.8919562e-01,1.0926134e+00,1.1637444e+00,no
-1.3109827e+00,-1.4123081e-01,4.2744266e+00,5.2739111e+00,7.0807167e-01,-4.5846942e-01,8.4093172e-01,1.0177980e+00,1.1391605e+00,yes
-5.1956540e-01,-7.4540300e-02,2.8012436e+00,3.1800879e+00,9.9043739e-01,-6.1864656e-01,6.5934549e-01,8.1116782e-01,9.2436296e-01,no
-2.6133896e-01,7.4403302e-02,1.9964808e+00,1.5944317e+00,1.9996603e+00,-1.1992245e-01,1.5587964e+00,1.5305298e+00,1.4476360e+00,yes
8.8330972e-01,2.4067707e-01,2.2849369e+00,2.0711592e+00,1.8356519e+00,8.5665593e-01,2.0083621e+00,1.6393180e+00,1.3002983e+00,no
1.2253351e+00,2.9898953e-01,1.9730430e+00,1.5638655e+00,1.0690455e+00,-5.8223391e-01,1.1217038e+00,1.1964167e+00,9.8897896e-01,no
-1.2207679e+00,-1.2366419e-01,3.7052705e+00,4.0976398e+00,7.8849008e-01,-5.4568383e-01,1.1048298e+00,1.0368888e+00,1.0464360e+00,no
-1.1588968e+00,-1.2084542e-01,1.9582043e+00,1.5611988e+00,6.8313117e-02,-1.7459176e-01,3.4984803e-01,6.7430101e-01,8.0425014e-01,no
-2.7688793e-01,-3.5785866e-02,3.3315827e+00,3.6828474e+00,1.6299603e+00,-4.9476251e-01,1.1872124e+00,1.1117486e+00,1.1031384e+00,no
-9.8815610e-01,-1.1570945e-01,1.7077804e+00,1.5823961e+00,9.2471265e-01,-5.3134450e-01,9.3337973e-01,9.5946627e-01,8.3707444e-01,no
2.5844847e+00,2.2822758e+00,1.9113920e+00,1.2059946e+00,3.5440427e+00,2.7716628e-01,3.9173236e+00,3.1956964e+00,2.9172153e+00,no
-1.4895827e+00,-1.5570456e-01,3.2207793e+00,3.7802884e+00,1.8582936e-01,-5.5967871e-01,3.7940075e-01,6.7636514e-01,9.2258572e-01,yes
4.0272892e-01,7.9756054e-02,1.9401022e+00,1.8083749e+00,8.1505522e-01,-5.6584912e-01,5.2251588e-01,7.3455625e-01,7.2503485e-01,no
-1.6453197e+00,-1.6437436e-01,3.6708923e+00,4.3838310e+00,9.6431948e-01,-5.7848688e-01,8.0564816e-01,8.4450646e-01,8.9054731e-01,yes
-7.2986665e-02,1.7821916e-02,2.3168204e+00,2.4018926e+00,2.4310013e+00,-6.1908386e-01,1.4911944e+00,1.1988706e+00,1.1014588e+00,no
2.7167681e-01,3.5801409e-02,2.0485014e+00,2.0503179e+00,6.4867440e-01,-5.1216225e-01,5.7282231e-01,6.9743854e-01,7.1591782e-01,no
-1.1958293e+00,-1.4354576e-01,3.4933836e+00,4.2873554e+00,5.7129146e-01,-6.1210408e-01,6.3013541e-01,6.8039191e-01,7.3104236e-01,no
