@relation landmine22

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
2.1538235e+00,3.6312895e+00,4.1860785e+00,4.0529756e+00,3.0872760e+00,-3.6547926e-01,5.4400899e+00,5.1576871e+00,4.5859672e+00,yes
1.2885498e+00,1.5849271e+00,3.8783589e+00,3.7030340e+00,2.6282470e+00,2.5255655e+00,4.0426528e+00,3.4595955e+00,3.0243908e+00,yes
1.2927093e+00,1.9002207e+00,4.3412319e+00,4.3218359e+00,7.8151392e-01,-3.7297786e-01,4.7450773e+00,4.5364752e+00,4.1881155e+00,yes
9.2581666e-01,8.3395437e-01,2.6996182e+00,2.0331976e+00,2.2911792e+00,8.5545241e-01,3.2556527e+00,2.4679462e+00,1.6165697e+00,yes
9.3689658e-02,2.7352320e-01,5.4684784e+00,6.4493517e+00,1.2260304e+00,-4.7125763e-01,2.6302942e+00,2.8493133e+00,3.1061089e+00,yes
-3.0195475e-01,3.0513566e-02,4.5642088e+00,4.9241129e+00,3.2385250e+00,1.7454230e+00,2.5667193e+00,2.5111700e+00,2.5218351e+00,no
4.8924103e-01,3.6814543e-01,4.5047885e+00,4.9969744e+00,2.6573140e+00,7.0899952e-01,2.2346515e+00,2.2095471e+00,2.2689066e+00,yes
1.0250334e-02,-4.5285349e-02,1.7397032e+00,1.3183305e+00,2.9475654e+00,-5.0264132e-01,1.0425217e+00,6.3749240e-01,3.4552011e-01,yes
1.9511396e+00,5.2789626e-01,5.6136948e-01,1.0491860e-01,1.3147367e+00,-3.0693083e-01,7.1646742e-01,2.8060822e-01,3.8510296e-02,no
2.2910877e+00,6.8199628e-01,3.1524118e-01,-7.5221074e-02,2.0606968e+00,-3.4927183e-01,7.0695352e-01,2.8396370e-01,2.6553714e-02,no
-2.4312987e-01,-5.7735531e-02,2.5232584e+00,2.0676701e+00,-2.0254832e-01,-3.5963518e-01,1.1484193e+00,1.0301839e+00,9.1455931e-01,no
-7.1509749e-01,-1.8564479e-01,5.8771246e-01,8.4831163e-02,6.0468770e-01,-3.2428386e-01,7.5307989e-01,3.3849722e-01,1.1641659e-01,no
1.0461982e+00,4.2721123e-01,1.3898436e+00,1.0346999e+00,-9.9012902e-01,-3.1482903e-01,1.2101005e+00,8.4813866e-01,7.2406244e-01,yes
