@relation landmine04

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
7.0126315e+00,3.8868580e+01,8.0119664e+00,9.9506609e+00,1.1761780e+01,3.6208834e+01,2.2448090e+01,2.4799528e+01,2.6166131e+01,no
7.7878256e-01,3.7016316e+00,8.1283499e+00,1.0096733e+01,9.4144195e+00,6.9241916e+00,1.6134478e+01,1.7523160e+01,1.7775027e+01,no
-8.7855929e-01,7.3312721e-02,6.1925871e+00,7.3700838e+00,4.4675221e+00,1.0359187e+00,4.4897369e+00,4.0946733e+00,3.6723567e+00,no
-1.2660010e+00,-6.6700019e-02,6.2683993e+00,7.6168460e+00,2.4440249e+00,-2.0788309e-01,2.4996099e+00,2.6788776e+00,2.8577418e+00,no
2.1823975e+00,2.4630266e+00,3.0259036e+00,2.5086253e+00,4.7412939e+00,3.1399638e-01,5.0045758e+00,4.2630099e+00,3.8148924e+00,no
-1.2366947e+00,-1.1260064e-01,3.0922289e+00,2.7435378e+00,2.3539493e+00,-6.4574023e-02,2.0860383e+00,1.6285311e+00,1.1308135e+00,no
1.3289761e-01,8.2074413e-02,3.2022498e+00,3.3201996e+00,2.3473480e+00,-2.8566086e-01,1.4439915e+00,1.2878127e+00,1.1620826e+00,no
-8.5125872e-01,-5.3018144e-02,3.0211439e+00,2.7605533e+00,7.8553524e-01,5.2692291e-01,1.1544717e+00,1.2229161e+00,1.1305723e+00,no
-1.0603078e+00,-1.0967946e-01,3.2968977e+00,3.6923282e+00,1.3627819e+00,6.4404129e-01,1.1949447e+00,1.0319371e+00,9.0910366e-01,no
-1.5457218e+00,-1.6071071e-01,3.7852854e+00,4.4667307e+00,7.9741534e-01,-2.8834222e-01,5.6892808e-01,6.7648448e-01,7.7887440e-01,yes
-1.3561012e+00,-1.5450994e-01,4.1141615e+00,4.9161921e+00,1.0018887e+00,-1.8724961e-01,8.0173981e-01,7.8573318e-01,7.7306700e-01,no
-4.3229009e-01,-4.1774900e-02,3.2511968e+00,3.4696930e+00,6.9539063e-01,-1.7146139e-01,8.9999263e-01,9.5329789e-01,9.6307855e-01,no
-8.5418357e-01,-1.0454374e-01,2.7065050e+00,2.7372286e+00,1.0695151e+00,1.3521528e+00,9.0484547e-01,8.4279224e-01,7.8328045e-01,no
-9.7487762e-01,-8.9279914e-02,2.7150166e+00,2.0819532e+00,6.4254831e-01,-9.7095002e-02,3.9522319e-01,4.8966409e-01,4.3179011e-01,no
-5.2489462e-01,-5.5533788e-02,1.5905767e+00,1.3260357e+00,1.7397450e+00,2.0064328e-02,1.0758292e+00,7.2976685e-01,5.1836984e-01,no
-3.9836381e-01,-3.5399798e-02,2.6887622e+00,2.6675145e+00,9.2485937e-01,-5.2823464e-02,9.6681057e-01,7.1823709e-01,6.3820427e-01,no
-4.3213298e-01,-5.9775603e-02,1.5675790e+00,1.2265897e+00,1.7593752e+00,-2.4700735e-01,9.7011216e-01,7.1016979e-01,4.6334601e-01,no
-2.0436477e-01,3.9882066e-02,1.8487022e+00,1.2273693e+00,2.4578666e+00,-2.7190679e-01,1.8289555e+00,1.0452501e+00,6.3134055e-01,no
4.3174317e-01,6.7288037e-02,1.7108075e+00,1.6787881e+00,1.0184880e+00,-5.5470211e-02,6.5834698e-01,5.7034007e-01,5.2768717e-01,no
-1.0228769e+00,-1.1977858e-01,2.8735076e+00,2.9446285e+00,3.3231132e-01,-2.3128894e-01,5.2848709e-01,5.5869333e-01,5.9759901e-01,no
1.4202191e+00,2.7965241e-01,1.8337936e+00,1.7701064e+00,1.9566550e+00,-2.8408354e-01,1.2228983e+00,9.1009473e-01,7.3432175e-01,no
-1.5491243e-01,1.5380807e-02,1.2759886e+00,8.8655754e-01,1.7092298e+00,-2.8237752e-01,1.3046173e+00,7.8940875e-01,5.3952937e-01,no
-4.0990422e-01,-3.4118944e-02,1.9719806e+00,1.6900727e+00,1.2536481e+00,-2.8635343e-01,5.1316751e-01,5.8469934e-01,6.3140927e-01,no
-1.2675070e+00,-1.3493387e-01,1.9410497e+00,1.7238776e+00,1.1598088e+00,-2.8859989e-01,5.3088707e-01,5.4185822e-01,5.5605291e-01,yes
4.1959448e-03,3.3134744e-02,1.9164285e+00,1.7469147e+00,3.8751747e-01,-6.3073525e-02,4.9965286e-01,5.7613102e-01,6.2115417e-01,no
-8.3870657e-01,-1.0794608e-01,2.3453344e+00,2.4515631e+00,3.1555535e-01,3.3733502e-01,5.1940653e-01,5.3933149e-01,5.5388614e-01,yes
6.2011433e-01,5.9963278e-02,1.1610865e+00,1.1496470e+00,1.8090822e+00,6.0238765e-01,8.8976169e-01,6.1125530e-01,4.1287571e-01,no
