@relation landmine08

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
4.8613530e+00,1.9019550e+01,6.0198251e+00,6.1795272e+00,9.6425524e+00,7.3164354e-01,1.4475860e+01,1.4647813e+01,1.3205886e+01,no
4.3930493e+00,1.6332962e+01,5.9655203e+00,6.1157728e+00,9.4624726e+00,-1.0743193e-01,1.3957785e+01,1.4063881e+01,1.2741015e+01,no
2.3511912e+00,4.9089762e+00,5.5633041e+00,5.3439787e+00,7.2623439e+00,2.9915566e-01,9.1868145e+00,9.0862745e+00,7.9175909e+00,no
3.7076668e-02,3.9834975e-01,3.7497866e+00,3.1238701e+00,3.7693943e+00,-2.1374655e-04,3.7521530e+00,3.2195869e+00,2.4883242e+00,no
1.4950414e+00,1.2032309e+00,2.7463427e+00,2.0433105e+00,4.3805746e+00,1.0156296e-03,2.9984395e+00,2.3009397e+00,1.8131225e+00,no
6.1571771e-01,1.9931271e-01,1.8479565e+00,1.3688663e+00,-2.3863969e+00,-4.6081305e-02,6.1204394e-01,5.9865031e-01,5.7930701e-01,no
-9.3042695e-01,-6.8734897e-02,3.5712111e+00,3.2720901e+00,2.2078937e+00,5.7045684e-02,1.8943257e+00,1.5101622e+00,1.1778090e+00,no
8.0480766e-01,2.8553204e-01,2.5949948e+00,2.0316835e+00,2.1231460e+00,-8.0386635e-02,1.5046198e+00,1.3160171e+00,1.0135858e+00,no
-1.3825095e+00,-1.7858855e-01,2.9654988e+00,2.8008380e+00,1.3616212e+00,5.3205136e-01,9.3919956e-01,8.3966688e-01,6.6764919e-01,no
-2.2376899e-01,2.3317362e-02,1.9720822e+00,1.4532794e+00,3.1807946e+00,1.0615318e-01,1.6924004e+00,1.1807552e+00,8.2249319e-01,no
-3.0793090e-01,-1.4451450e-02,2.1136802e+00,1.5202100e+00,2.9470790e+00,-1.2675347e-01,1.7843890e+00,1.2175519e+00,7.5819467e-01,no
-7.2769812e-01,-7.8195948e-02,2.7259292e+00,2.4800117e+00,1.6040862e+00,-1.2442485e-01,9.2631620e-01,8.7107607e-01,8.2215553e-01,no
-4.2058649e-01,-7.5161100e-02,2.6069951e+00,2.3044786e+00,1.5619198e+00,-8.4104271e-02,9.3619864e-01,7.6396853e-01,6.1274361e-01,no
-7.9444012e-01,-1.0200748e-01,2.9282609e+00,2.7313776e+00,1.3721096e+00,1.3681757e-02,9.6274492e-01,9.1754840e-01,8.3615599e-01,no
-1.0220569e+00,-1.4713344e-01,3.0550942e+00,2.8856230e+00,1.4694146e+00,-1.1358207e-01,9.6065939e-01,8.1647329e-01,6.2701778e-01,no
-7.0552079e-01,-1.1683107e-01,2.5416502e+00,2.4283199e+00,1.5057495e+00,-1.4111037e-01,8.2237806e-01,6.5397812e-01,4.8887688e-01,no
1.0973767e+00,2.3784174e-01,2.7384882e+00,2.5277585e+00,7.9759700e-01,-1.4130458e-01,5.2518716e-01,6.0341199e-01,5.7420598e-01,no
-1.1130102e-01,5.1815965e-02,2.1586811e+00,1.7941627e+00,2.0895954e+00,4.4065550e-01,1.4818216e+00,1.0874373e+00,8.0716096e-01,no
1.5321302e-01,1.5350973e-02,2.3710738e+00,2.0074771e+00,9.6450377e-01,-4.3905916e-02,5.4156878e-01,6.7165016e-01,6.2986055e-01,no
-6.4482053e-01,-5.8433615e-02,2.3884439e+00,1.8331742e+00,1.6031823e+00,-8.1997176e-02,1.3046516e+00,1.0439761e+00,7.9243359e-01,no
4.5026367e-01,1.0011043e-01,1.0013844e+00,5.8079378e-01,3.1614694e+00,-9.3118481e-02,9.9414077e-01,5.6276633e-01,3.5555265e-01,no
1.7885333e-01,1.8610093e-02,1.8489805e+00,1.6042917e+00,1.3552910e+00,-9.3310586e-02,6.3764702e-01,5.7161706e-01,4.9702404e-01,no
-5.9264849e-01,-8.6411198e-02,1.2556928e+00,7.0925622e-01,6.4706990e-01,-1.3430372e-01,4.6662142e-01,4.3924429e-01,2.9911150e-01,no
-7.5723501e-01,-1.1280495e-01,1.1685307e+00,6.5054684e-01,1.2286659e+00,-1.1489891e-01,7.2701355e-01,4.2242073e-01,2.2666967e-01,no
-9.0790664e-02,-6.2796893e-02,1.3267524e+00,9.9254874e-01,-1.6895647e+00,-1.1191511e-01,2.4977939e-01,2.7821242e-01,2.2329740e-01,no
-5.1830757e-01,-3.6558598e-02,1.7545795e+00,1.1922190e+00,1.0129077e+00,-9.8288087e-02,7.5388724e-01,7.2061863e-01,5.7878417e-01,no
8.2849581e-03,8.4925241e-02,1.1406031e+00,6.5290238e-01,1.9020596e+00,-9.8845707e-02,1.5869612e+00,1.0195070e+00,6.4890651e-01,no
-1.1371342e-02,-1.5548782e-02,1.6293073e+00,1.2568311e+00,2.2786725e+00,-1.1689918e-01,9.2087763e-01,6.3865155e-01,4.1674147e-01,no
-1.2658174e+00,-1.9382110e-01,2.9351732e+00,2.8308093e+00,5.0652770e-01,-1.2225385e-01,4.2624432e-01,4.7994266e-01,4.7878630e-01,no
3.3040997e-01,7.4037897e-02,1.2703204e+00,8.7946639e-01,2.4625567e+00,-7.5348078e-02,8.7084232e-01,6.1897571e-01,4.4916025e-01,no
-9.6014455e-01,-1.6802910e-01,1.2883719e+00,1.1100826e+00,1.5558072e+00,-8.4524154e-02,5.4977036e-01,3.6091136e-01,2.0604361e-01,no
-6.3922927e-01,-1.0481625e-01,1.5449809e+00,1.0901824e+00,1.8867399e+00,1.0587108e-01,9.6986424e-01,5.8957293e-01,3.0447284e-01,no
-7.0077418e-01,-1.3062623e-01,1.3011073e+00,1.0428984e+00,-2.5311353e-01,-1.3535953e-01,1.0767021e-01,2.4857703e-01,2.6840973e-01,no
-1.0713491e+00,-1.6888790e-01,1.8872173e+00,1.7706504e+00,-2.8926686e-01,-3.7737028e-02,8.6656983e-02,2.9245340e-01,3.6427991e-01,no
3.9333894e-01,2.9321541e-02,1.7527014e+00,1.4167378e+00,3.0825434e-01,-1.2058290e-01,2.5853287e-01,3.1460454e-01,3.0563208e-01,no
-9.4014920e-01,-1.5983204e-01,1.0808284e+00,9.1193297e-01,9.1655395e-01,8.0560436e-02,4.7805709e-01,3.4544159e-01,2.3954520e-01,no
-9.4086067e-01,-1.6795452e-01,1.0354164e+00,6.7383655e-01,4.1746020e-01,-1.3766731e-01,3.6539266e-01,3.0996321e-01,1.8815378e-01,no
-1.8832337e+00,-2.3220206e-01,2.3552315e+00,2.2346626e+00,6.5119784e-01,-1.3141971e-01,2.9090657e-01,3.7775536e-01,3.9193209e-01,yes
-2.8458118e-01,7.5111283e-03,1.7505992e+00,1.0738064e+00,1.5674606e+00,-1.1650364e-01,1.1451715e+00,8.7225016e-01,6.2070983e-01,no
-1.6793917e+00,-2.2703909e-01,1.4419510e+00,1.1828365e+00,2.4675710e-01,1.4251447e-02,1.3677961e-01,1.9754497e-01,1.6056467e-01,no
-2.1588657e-01,-4.5815880e-02,2.0637160e+00,1.4961594e+00,2.4744204e-01,9.8203999e-02,1.7904521e-01,2.2989605e-01,2.0714924e-01,no
-9.9663020e-01,-1.8380587e-01,1.4593942e+00,1.3414680e+00,5.8820187e-01,-1.4151132e-01,2.3909208e-01,2.1352406e-01,1.5146181e-01,no
-1.8322889e+00,-2.3293235e-01,1.7041405e+00,1.5804879e+00,1.6482696e-01,-3.6208719e-02,1.4309499e-01,2.1546582e-01,2.0021972e-01,yes
-1.1607217e+00,-1.6900482e-01,1.8094627e+00,1.4508681e+00,6.4591258e-02,-1.3805613e-01,1.8617655e-01,2.6439799e-01,3.0449641e-01,no
-7.0687150e-01,-1.4243477e-01,1.1156414e+00,8.8428824e-01,9.9923194e-01,-1.4142952e-01,5.2872801e-01,3.4649477e-01,2.1507397e-01,no
-1.4690265e+00,-2.0584293e-01,2.0838884e+00,2.0256349e+00,7.6374878e-01,-5.1588748e-03,4.2395925e-01,4.2167090e-01,3.8782827e-01,yes
-6.2729295e-01,-1.3458175e-01,1.3660319e+00,9.8553473e-01,-2.2162629e+00,-9.2888928e-02,4.2539044e-01,3.5942576e-01,2.1646484e-01,no
-9.0011900e-01,-1.5800791e-01,1.2479481e+00,1.0461107e+00,7.4042835e-01,-1.3265809e-01,3.6956535e-01,3.2998258e-01,2.8768123e-01,no
7.0138526e-02,-4.5687482e-02,1.0778573e+00,8.2160994e-01,1.2696309e+00,-7.4512090e-02,3.8424004e-01,2.8096928e-01,1.7998628e-01,no
1.9369523e-01,-1.1507661e-03,1.0762978e+00,5.3580901e-01,2.6630696e-01,-1.4040736e-01,1.8457527e-01,2.2524603e-01,1.4020091e-01,no
-1.2782373e+00,-1.8150490e-01,1.2524597e+00,8.7981055e-01,2.2347978e+00,2.8727183e-01,8.0975362e-01,4.9983852e-01,3.4194797e-01,yes
-4.3746612e-01,-1.1606209e-01,1.0833899e+00,8.3363604e-01,1.1120075e+00,-1.3685809e-02,2.9173457e-01,2.0072003e-01,1.7353303e-01,no
-1.7832881e+00,-2.3160508e-01,1.7621160e+00,1.7217020e+00,2.8205973e-02,-1.1192788e-01,5.0284311e-02,1.6217740e-01,1.7828186e-01,yes
3.6732520e-03,-7.0894134e-02,1.3188006e+00,1.1972266e+00,3.7482111e-01,-6.5852697e-02,1.4302423e-01,1.8022945e-01,1.7509693e-01,no
-7.6553216e-01,-1.3170957e-01,6.5265671e-01,3.9352619e-01,-7.8346089e-01,4.9415642e-02,-7.9442685e-02,8.0003293e-02,1.6271215e-01,no
5.9294084e-01,4.9869987e-02,1.7325439e+00,1.2173165e+00,1.3089812e+00,-1.4152473e-01,2.8903753e-01,1.7285385e-01,1.6229378e-01,no
