@relation landmine13

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
3.6372182e+00,2.2326961e+01,7.3077305e+00,8.8310573e+00,1.0794028e+01,1.1532072e+01,1.9366077e+01,2.1462758e+01,2.2435665e+01,no
2.1177497e+00,7.2866166e+00,7.3573785e+00,8.9697402e+00,8.2642213e+00,5.7417343e+00,1.2190479e+01,1.2945806e+01,1.3164362e+01,no
2.4386498e+00,5.0553790e+00,7.2223558e+00,8.7347766e+00,5.4256742e+00,5.4569179e+00,7.2679127e+00,7.8228787e+00,8.2635956e+00,no
-5.1256972e-01,1.6067959e-01,5.7646966e+00,6.8191737e+00,2.5666702e+00,-2.7247779e-01,2.6509973e+00,2.5689478e+00,2.4112893e+00,no
5.0355316e-01,5.7902151e-01,3.0486635e+00,2.6634097e+00,3.6519838e+00,-2.2197248e-01,3.0021678e+00,2.3033036e+00,1.7572586e+00,no
-8.7153016e-02,2.6174623e-01,2.6899270e+00,2.0456258e+00,2.2846536e+00,1.6845156e-01,1.9544240e+00,1.8576948e+00,1.4706061e+00,no
3.4810823e-01,8.8078924e-01,3.2334057e+00,2.6613644e+00,4.2730799e+00,5.0807775e-01,3.5427980e+00,2.9892121e+00,2.7034753e+00,no
-6.5233636e-01,8.2631726e-02,3.3491938e+00,3.0161899e+00,4.0344897e+00,9.8261996e-01,2.4664798e+00,1.9301405e+00,1.7147677e+00,no
-5.6647828e-01,1.4199563e-02,3.2505838e+00,3.1949536e+00,1.2713725e+00,-9.0276935e-02,1.5202094e+00,1.4297978e+00,1.3503119e+00,no
-1.3737564e+00,-1.7179032e-01,3.6642018e+00,3.8774445e+00,1.4890873e+00,-2.8942421e-01,1.5524041e+00,1.2651370e+00,1.1239467e+00,yes
-7.9676788e-01,-4.8891118e-02,2.9819685e+00,2.7927511e+00,2.1372345e+00,-5.4227487e-02,1.7592460e+00,1.4721594e+00,1.2662158e+00,yes
-1.6073912e-02,3.0750924e-01,2.1682014e+00,1.4418107e+00,2.3165980e+00,-2.2932715e-01,1.9929432e+00,1.6338100e+00,1.2458798e+00,no
1.3655453e+00,4.0736864e-01,2.7899063e+00,2.8064582e+00,1.3222796e+00,8.5749988e-01,9.2051728e-01,8.9870145e-01,7.9996841e-01,no
-1.5187112e+00,-1.9491113e-01,3.2889215e+00,3.2782024e+00,1.5926951e+00,-2.6862838e-01,9.1991341e-01,7.9376591e-01,6.9773973e-01,no
1.4704169e-02,2.7652526e-02,2.6253179e+00,2.7653524e+00,1.2492805e+00,-2.8842280e-01,7.9400910e-01,7.2219555e-01,6.8772519e-01,no
-1.0671748e+00,-1.3363589e-01,2.2233413e+00,1.8842234e+00,1.9162749e+00,4.3765809e-01,1.4792360e+00,1.0749513e+00,7.9941104e-01,no
-5.8174820e-01,-1.0253238e-01,2.8270609e+00,2.8255858e+00,9.2774348e-01,-2.3920254e-01,7.4023957e-01,7.2106202e-01,6.1359448e-01,no
-5.4405632e-01,6.3665273e-02,2.0983224e+00,1.3851009e+00,2.0326485e+00,-2.5662515e-01,1.7289625e+00,1.3012548e+00,1.0441712e+00,no
-9.6926650e-02,2.4648668e-01,1.8899955e+00,1.2168814e+00,3.6819454e+00,7.0816359e-01,2.3320636e+00,1.5498987e+00,1.0781779e+00,no
