@relation landmine17

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
1.4500059e+01,2.9701847e+01,5.4525168e+00,6.4942854e+00,-1.7885261e+00,2.3150038e+01,1.2419640e+01,1.3453503e+01,1.3874631e+01,no
1.3243306e+00,5.8137963e-01,4.3109926e+00,4.6131272e+00,3.5388861e+00,1.0872440e-01,6.8407679e+00,6.9717264e+00,6.8143482e+00,yes
1.3919298e+00,3.8654099e-01,3.2536174e+00,3.0940617e+00,4.4011609e+00,-3.9536287e-01,4.5370672e+00,4.1529019e+00,3.3429887e+00,yes
1.2383803e+00,2.3017500e-01,2.2006073e+00,1.6097314e+00,3.7403952e+00,-4.4767431e-01,3.0245068e+00,2.3036494e+00,1.5007102e+00,yes
-1.6211990e-01,-2.5133199e-02,8.9001023e-01,4.0069794e-01,1.7563338e+00,-2.5115378e-01,1.7769853e+00,1.0391303e+00,4.6976267e-01,no
9.3854348e-01,1.3938415e-01,2.7387110e+00,2.4961373e+00,2.9828619e+00,2.0428473e-01,2.9083396e+00,2.5855045e+00,2.1713702e+00,yes
9.2608914e-01,1.4643300e-01,2.1927240e+00,1.7032330e+00,-3.5349745e-02,-2.6518004e-01,2.9373580e+00,2.5384778e+00,1.8415385e+00,yes
1.1889354e+00,1.4589816e-01,1.7595163e+00,1.3993927e+00,2.3477955e+00,-3.0832974e-01,2.1749222e+00,1.8098488e+00,1.3556372e+00,yes
-1.8661506e-01,-4.6153907e-02,7.4403428e-01,3.6997222e-01,2.3303073e+00,-1.7572868e-01,1.2662161e+00,6.7958424e-01,2.9408775e-01,no
1.5144397e+00,1.5788243e-01,2.2772489e+00,2.0352527e+00,2.3634297e+00,-1.0195354e-01,1.6607154e+00,1.3975145e+00,1.1055169e+00,no
-4.2590635e-02,-1.7811953e-02,1.0111739e+00,5.6123697e-01,9.6992391e-01,-4.4848786e-01,1.5154760e+00,8.8656479e-01,4.6945805e-01,no
2.4647335e-02,-2.7696969e-02,5.8344902e-01,2.8898067e-01,8.3228989e-01,8.8113836e-01,1.1783436e+00,5.9986629e-01,2.6274119e-01,yes
-4.7785279e-01,-6.0649364e-02,6.0642558e-01,3.1393832e-01,2.6372038e+00,-1.4276399e-01,7.7221387e-01,3.4228854e-01,2.2775264e-01,no
6.3411308e-01,2.6927620e-02,1.3396781e+00,1.1084737e+00,6.1402966e-01,-4.1296481e-01,1.1633492e+00,9.3965508e-01,7.5387028e-01,no
8.3369704e-01,6.0238531e-02,2.0925977e+00,2.2195797e+00,1.9339969e+00,-3.1133387e-01,1.3436198e+00,1.1796996e+00,1.0765876e+00,yes
-7.1388030e-01,-7.3880888e-02,1.4425980e+00,1.0249295e+00,-8.2311708e-01,-4.0802168e-01,6.6063861e-01,7.4439147e-01,6.3115643e-01,no
-2.7631789e-01,-5.4216545e-02,1.0101086e+00,7.7715879e-01,1.7681674e+00,-1.2692821e-01,1.0375878e+00,6.3376310e-01,4.5010048e-01,no
8.8864495e-01,2.9566786e-02,-4.5481325e-01,-5.4985599e-01,8.0665128e-01,-4.1918285e-01,7.5783141e-01,9.1940133e-02,-1.9612695e-01,no
3.8544868e-01,1.4375305e-03,5.3962277e-01,3.1320814e-01,1.5204961e+00,-4.2464116e-01,1.2534877e+00,8.1037319e-01,5.1414464e-01,no
5.4477002e-01,3.5955741e-02,1.5360695e+00,1.2315524e+00,4.6959614e-01,9.0690566e-02,1.3747376e+00,1.2976945e+00,1.1095864e+00,yes
3.8712223e-01,-9.6218204e-03,-3.6329690e-01,-4.4024579e-01,2.2343690e+00,4.4068237e-02,1.0736319e+00,4.4044348e-01,9.0213139e-02,no
2.6740752e-01,-7.9064759e-03,2.7687416e-01,-8.2675587e-02,1.2955906e+00,1.2696419e+00,1.1005592e+00,3.5213540e-01,4.2420083e-02,no
-1.0177046e+00,-8.5590206e-02,1.2430241e+00,9.6566468e-01,1.7789219e+00,4.4417193e-01,9.1114735e-01,7.2994638e-01,6.3953208e-01,no
9.3824320e-01,3.6763890e-03,-1.7713159e-01,-2.5257956e-01,-3.4104168e-01,-4.4890484e-01,6.9151844e-01,3.4054325e-01,5.6224506e-02,no
1.3511387e+00,5.5423812e-02,7.9091302e-01,6.3217795e-01,1.9269435e+00,-1.4161836e-01,9.0840158e-01,4.7635762e-01,2.5539295e-01,no
1.7881449e+00,8.6240527e-02,-9.1677294e-02,-1.7300760e-01,-1.3984718e-01,-3.1436069e-01,3.4620953e-01,1.7995770e-02,-7.7813690e-02,no
2.4312972e-01,-7.1408565e-03,-1.5309549e-03,-2.6410194e-01,2.6433150e-01,-2.8445886e-01,1.0793666e+00,4.6835961e-01,9.7549191e-02,no
-9.3799613e-01,-8.2946933e-02,2.0251172e+00,1.9110624e+00,1.3734685e+00,-1.5980568e-01,9.0374986e-01,8.9503789e-01,7.7929616e-01,no
-5.8601200e-02,-4.7106646e-02,4.4626799e-02,-1.7108341e-01,1.7475142e+00,-4.4919788e-01,3.9841346e-01,1.2677567e-01,-3.7300420e-02,no
4.1351972e-01,-2.2879141e-02,-4.6753588e-01,-5.3053941e-01,1.2315634e+00,5.4034773e-01,4.5238815e-01,2.3435501e-02,-2.2486688e-01,no
4.0737775e-01,-1.8508445e-02,2.7404174e-02,-1.1265582e-01,1.1324703e+00,-3.8427671e-01,5.6780434e-01,1.5807481e-01,1.8163115e-02,no
2.5025291e-01,-3.8390710e-02,-2.7001158e-01,-3.1251688e-01,1.6923120e+00,-4.5014204e-01,6.2893248e-01,1.3446776e-01,-6.0699789e-02,no
-6.0390606e-01,-6.9488837e-02,2.4346730e+00,2.3273899e+00,9.7172535e-01,-3.6722564e-01,8.6788078e-01,9.4830616e-01,8.9683712e-01,yes
-9.0165425e-01,-8.6605832e-02,-4.0751508e-02,-2.8202413e-01,2.1337249e-01,-4.5019574e-01,2.7193195e-01,8.5790009e-02,-9.1199093e-02,no
