@relation landmine03

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
1.8565372e+00,1.4765179e+01,6.8975779e+00,9.0409772e+00,8.4104299e+00,-5.7854095e-01,1.3103193e+01,1.5303310e+01,1.6360292e+01,no
2.8886519e+00,1.6075339e+01,6.7995583e+00,8.8841042e+00,6.8064606e+00,-8.8541381e-05,9.7463706e+00,1.1224842e+01,1.2100618e+01,no
-1.8537807e-01,1.7764643e+00,5.2864614e+00,6.2451709e+00,5.6947741e+00,-3.6973030e-01,5.7734213e+00,6.1668074e+00,6.2024927e+00,no
9.2678436e-01,2.2008425e+00,3.3183843e+00,3.0275653e+00,3.9245251e+00,-6.4256359e-01,4.0369720e+00,3.7577180e+00,3.1506066e+00,no
-5.3125730e-01,6.4152125e-01,3.8762736e+00,3.9354753e+00,3.7860459e+00,7.8335998e-01,3.1959762e+00,3.1232418e+00,3.1129469e+00,no
2.2967489e+00,5.2837576e+00,3.1300757e+00,2.8611862e+00,5.0282970e+00,-3.9011561e-01,4.4516715e+00,3.9570629e+00,3.4403405e+00,no
1.5065103e+00,3.0039678e+00,2.2360158e+00,1.8582815e+00,3.5083196e+00,-3.4045767e-01,3.3852412e+00,2.8895029e+00,2.4482527e+00,no
2.9667939e+00,9.4833761e+00,3.7821936e+00,3.6540151e+00,1.0400087e+00,-2.1623927e-01,3.2627562e+00,4.2848696e+00,4.6884117e+00,no
-1.2678105e+00,-2.9114027e-01,3.4658486e+00,3.7921600e+00,2.2027332e+00,2.9285336e+00,1.8990628e+00,1.7507669e+00,1.4899544e+00,no
7.4055263e-01,1.3030615e+00,2.3461795e+00,1.8121604e+00,2.8035223e+00,-6.5718938e-01,2.2032363e+00,2.0721046e+00,1.7043965e+00,no
-3.5240512e-01,5.0932291e-01,2.7343104e+00,2.3209348e+00,2.3605945e+00,-4.7857119e-01,2.2423622e+00,2.1350465e+00,1.8753545e+00,no
7.5397309e-01,1.6138005e+00,2.6123161e+00,2.2345397e+00,2.6614377e+00,-4.3882761e-01,2.4870509e+00,2.1184131e+00,1.8852483e+00,no
9.7500959e-01,2.3329490e+00,2.0929338e+00,1.6320085e+00,2.4865989e+00,-5.8411705e-01,2.4862277e+00,2.2489704e+00,2.1541064e+00,no
4.2117437e+00,1.3506558e+01,2.1385705e+00,1.2417010e+00,4.0590999e+00,-6.7732293e-01,4.7187343e+00,3.6730515e+00,2.8537260e+00,no
