@relation landmine16

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute class {no,yes}

@data
1.9565985e+00,7.0476601e+00,4.1900635e+00,4.0307505e+00,7.1623404e+00,-4.9351018e-01,7.2361321e+00,7.0729104e+00,6.5585036e+00,yes
1.7568472e+00,6.1018079e+00,5.2117608e+00,5.9824922e+00,6.3527351e+00,-4.5263744e-01,6.4360251e+00,6.5279402e+00,6.4441990e+00,yes
5.6945290e-01,1.2624155e+00,4.4495074e+00,4.5769304e+00,3.9728605e+00,-4.3920004e-01,3.9089936e+00,3.9061355e+00,3.8110945e+00,yes
9.1789454e-01,1.1456957e+00,2.9655392e+00,2.4893472e+00,3.6315049e+00,1.1427439e-01,2.8444169e+00,2.1464990e+00,1.4228023e+00,yes
-4.4896168e-01,8.4830513e-02,5.2075598e+00,6.1602316e+00,1.5885130e+00,1.3972096e+00,3.0043304e+00,3.1792262e+00,3.5345653e+00,yes
4.7154975e-01,1.7418292e-01,1.4820177e+00,8.6784982e-01,3.1381771e+00,-5.0906320e-01,1.1536272e+00,6.1193485e-01,3.3175370e-01,no
1.0606073e+00,8.9099815e-01,2.7964285e+00,2.2746819e+00,2.7397324e+00,4.1708032e-01,1.9667865e+00,1.7004824e+00,1.4078859e+00,yes
-4.4038246e-01,-6.3852364e-02,3.3421753e+00,3.5622700e+00,1.7776305e+00,-7.3193548e-02,1.6519499e+00,1.4500274e+00,1.3754733e+00,yes
3.1030498e+00,1.5581468e+00,6.6292422e-01,2.8269875e-01,4.8159259e-01,-4.1835833e-01,7.3614685e-01,4.2289168e-01,2.3565977e-01,no
3.6503610e-01,1.9334027e-01,3.1104436e+00,3.2377820e+00,1.1215272e+00,-4.8922659e-01,1.1660329e+00,1.0841967e+00,1.0801713e+00,yes
-2.5495706e-01,-1.1296005e-01,2.8232435e+00,2.9159688e+00,8.0847141e-01,-1.6737940e-01,9.1740754e-01,7.9839604e-01,7.0105051e-01,yes
1.1937249e+00,3.8018505e-01,1.2113171e-01,-1.8623999e-01,2.1506159e+00,-2.1170144e-01,6.8189002e-01,2.1255998e-01,1.6532037e-02,no
2.8244260e-01,1.5781780e-01,6.1920775e-01,8.5354008e-02,-3.5074897e-01,3.5319802e-02,1.3000228e+00,6.4610381e-01,3.5572575e-01,no
2.1552234e-01,1.3658242e-01,4.0978460e+00,4.7888724e+00,1.4819220e+00,-1.6674060e-01,1.1828934e+00,1.1777375e+00,1.2347157e+00,yes
-5.6335699e-01,-1.8935344e-01,1.5147187e+00,1.1219989e+00,1.7929226e+00,-5.0709139e-01,7.8653787e-01,5.9165741e-01,4.3099898e-01,no
-1.4205969e-01,-9.9421464e-02,8.3172570e-01,3.3432218e-01,1.4298612e+00,-3.1729907e-01,5.4845807e-01,3.7100846e-01,2.2721940e-01,no
-7.0450260e-01,-2.1881074e-01,4.4539508e-01,-7.2268598e-03,1.5502477e+00,1.4294385e-01,6.7046619e-01,3.0922570e-01,1.3063581e-01,no
4.1686219e-02,-1.2612577e-01,1.2983680e-01,-1.5279581e-01,1.1726614e+00,-1.1903429e-01,1.4332432e-01,-2.1202142e-02,-1.1820004e-01,no
-1.7215194e-01,-1.3287752e-01,8.3110580e-01,3.4239211e-01,1.5199610e+00,2.0105466e-01,4.7812260e-01,1.8161652e-01,2.6599977e-02,no
